School_Name,School_ID,Unit,Network,Grade,Year,ReadME,MathME,CompME,ReadEXC,MathEXC,CompEXC,ReadMEET,MathMEET,CompMEET,ReadBLW,MathBLW,CompBLW,ReadWRN,MathWRN,CompWRN,ReadTST,MathTST
MCNAIR,610282,7040,AUSL,6th Grade,2011,77.3,75.0,76.1,6.8,11.4,9.1,70.5,63.6,67.0,22.7,20.5,21.6,0.0,4.5,2.3,44,44
MCNAIR,610282,7040,AUSL,7th Grade,2011,55.6,55.6,53.3,0.0,0.0,0.0,55.6,55.6,53.3,37.8,31.1,35.6,6.7,13.3,11.1,45,45
MCNAIR,610282,7040,AUSL,8th Grade,2011,55.8,62.8,59.3,0.0,7.0,3.5,55.8,55.8,55.8,44.2,34.9,39.5,0.0,2.3,1.2,43,43
MCNAIR,610282,7040,AUSL,3rd Grade,2012,44.0,77.6,60.6,14.0,10.2,12.1,30.0,67.3,48.5,40.0,14.3,27.3,16.0,8.2,12.1,50,49
MCNAIR,610282,7040,AUSL,4th Grade,2012,69.2,79.5,70.9,15.4,12.8,12.8,53.8,66.7,58.1,25.6,20.5,25.6,5.1,0.0,3.4,39,39
MCNAIR,610282,7040,AUSL,5th Grade,2012,32.4,45.9,39.2,10.8,2.7,6.8,21.6,43.2,32.4,67.6,43.2,55.4,0.0,10.8,5.4,37,37
MCNAIR,610282,7040,AUSL,6th Grade,2012,62.5,45.0,53.8,0.0,0.0,0.0,62.5,45.0,53.8,37.5,47.5,42.5,0.0,7.5,3.8,40,40
MCNAIR,610282,7040,AUSL,7th Grade,2012,57.9,65.8,56.1,2.6,15.8,6.1,55.3,50.0,50.0,42.1,26.3,33.3,0.0,7.9,10.5,38,38
MCNAIR,610282,7040,AUSL,8th Grade,2012,61.8,58.8,60.3,2.9,5.9,4.4,58.8,52.9,55.9,38.2,41.2,39.7,0.0,0.0,0.0,34,34
MCNAIR,610282,7040,AUSL,3rd Grade,2013,18.4,14.3,16.3,2.0,2.0,2.0,16.3,12.2,14.3,57.1,53.1,55.1,24.5,32.7,28.6,49,49
MCNAIR,610282,7040,AUSL,4th Grade,2013,34.4,31.3,43.2,3.1,0.0,3.2,31.3,31.3,40.0,53.1,46.9,45.3,12.5,21.9,11.6,32,32
MCNAIR,610282,7040,AUSL,5th Grade,2013,29.6,29.6,29.6,3.7,0.0,1.9,25.9,29.6,27.8,51.9,29.6,40.7,18.5,40.7,29.6,27,27
MCNAIR,610282,7040,AUSL,6th Grade,2013,36.7,33.3,35.0,0.0,3.3,1.7,36.7,30.0,33.3,50.0,43.3,46.7,13.3,23.3,18.3,30,30
MCNAIR,610282,7040,AUSL,7th Grade,2013,33.3,28.1,32.3,3.0,0.0,1.0,30.3,28.1,31.3,48.5,53.1,49.0,18.2,18.8,18.8,33,32
MCNAIR,610282,7040,AUSL,8th Grade,2013,31.6,31.6,31.6,5.3,0.0,2.6,26.3,31.6,28.9,57.9,47.4,52.6,10.5,21.1,15.8,38,38
MCNAIR,610282,7040,AUSL,3rd Grade,2014,17.1,20.0,18.6,2.9,2.9,2.9,14.3,17.1,15.7,65.7,68.6,67.1,17.1,11.4,14.3,35,35
MCNAIR,610282,7040,AUSL,4th Grade,2014,6.3,28.1,25.0,0.0,0.0,0.0,6.3,28.1,25.0,65.6,46.9,50.0,28.1,25.0,25.0,32,32
MCNAIR,610282,7040,AUSL,5th Grade,2014,25.0,32.1,28.6,3.6,0.0,1.8,21.4,32.1,26.8,57.1,53.6,55.4,17.9,14.3,16.1,28,28
MCNAIR,610282,7040,AUSL,6th Grade,2014,35.3,45.5,40.3,5.9,0.0,3.0,29.4,45.5,37.3,55.9,27.3,41.8,8.8,27.3,17.9,34,33
MCNAIR,610282,7040,AUSL,7th Grade,2014,21.9,31.3,39.6,9.4,0.0,6.3,12.5,31.3,33.3,65.6,53.1,44.8,12.5,15.6,15.6,32,32
MCNAIR,610282,7040,AUSL,8th Grade,2014,31.0,27.6,29.3,0.0,0.0,0.0,31.0,27.6,29.3,44.8,55.2,50.0,24.1,17.2,20.7,29,29
NEW FIELD,610284,7060,Network 2,3rd Grade,2010,52.3,69.2,60.8,9.2,17.3,13.3,43.1,51.9,47.5,38.5,21.1,29.7,9.2,9.8,9.5,130,133
NEW FIELD,610284,7060,Network 2,3rd Grade,2011,61.3,76.8,69.2,10.9,23.2,17.2,50.4,53.5,52.0,29.9,18.3,24.0,8.8,4.9,6.8,137,142
NEW FIELD,610284,7060,Network 2,3rd Grade,2012,62.3,85.4,73.9,16.4,32.5,24.5,45.9,52.8,49.4,31.1,8.9,20.0,6.6,5.7,6.1,122,123
NEW FIELD,610284,7060,Network 2,3rd Grade,2013,51.0,49.5,50.2,11.0,6.9,9.0,40.0,42.6,41.3,38.0,45.5,41.8,11.0,5.0,8.0,100,101
NEW FIELD,610284,7060,Network 2,3rd Grade,2014,40.0,55.6,47.7,16.0,22.2,19.1,24.0,33.3,28.6,49.0,35.4,42.2,11.0,9.1,10.1,100,99
ASHBURN,610287,7100,Network 10,3rd Grade,2010,61.4,77.6,69.6,5.3,20.7,13.0,56.1,56.9,56.5,29.8,15.5,22.6,8.8,6.9,7.8,57,58
ASHBURN,610287,7100,Network 10,4th Grade,2010,63.8,82.8,70.7,20.7,17.2,17.2,43.1,65.5,53.4,34.5,13.8,25.9,1.7,3.4,3.4,58,58
ASHBURN,610287,7100,Network 10,5th Grade,2010,62.9,45.2,54.0,19.4,1.6,10.5,43.5,43.5,43.5,35.5,53.2,44.4,1.6,1.6,1.6,62,62
ASHBURN,610287,7100,Network 10,6th Grade,2010,61.4,63.6,62.5,5.3,5.5,5.4,56.1,58.2,57.1,38.6,34.5,36.6,0.0,1.8,0.9,57,55
ASHBURN,610287,7100,Network 10,7th Grade,2010,71.4,73.5,72.1,4.1,20.4,9.5,67.3,53.1,62.6,28.6,24.5,24.5,0.0,2.0,3.4,49,49
ASHBURN,610287,7100,Network 10,8th Grade,2010,79.5,71.1,75.3,2.3,11.1,6.7,77.3,60.0,68.5,20.5,26.7,23.6,0.0,2.2,1.1,44,45
ASHBURN,610287,7100,Network 10,3rd Grade,2011,53.3,86.7,70.0,8.9,20.0,14.4,44.4,66.7,55.6,35.6,11.1,23.3,11.1,2.2,6.7,45,45
ASHBURN,610287,7100,Network 10,4th Grade,2011,69.4,87.8,79.6,16.3,16.3,15.0,53.1,71.4,64.6,30.6,12.2,17.7,0.0,0.0,2.7,49,49
ASHBURN,610287,7100,Network 10,5th Grade,2011,60.0,70.2,65.2,15.6,4.3,9.8,44.4,66.0,55.4,40.0,27.7,33.7,0.0,2.1,1.1,45,47
ASHBURN,610287,7100,Network 10,6th Grade,2011,83.7,67.3,75.5,10.2,6.1,8.2,73.5,61.2,67.3,16.3,30.6,23.5,0.0,2.0,1.0,49,49
ASHBURN,610287,7100,Network 10,7th Grade,2011,57.8,73.3,67.4,6.7,13.3,10.4,51.1,60.0,57.0,42.2,24.4,28.9,0.0,2.2,3.7,45,45
ASHBURN,610287,7100,Network 10,8th Grade,2011,74.0,80.0,77.0,0.0,30.0,15.0,74.0,50.0,62.0,26.0,18.0,22.0,0.0,2.0,1.0,50,50
ASHBURN,610287,7100,Network 10,3rd Grade,2012,60.0,76.4,68.2,9.1,16.4,12.7,50.9,60.0,55.5,34.5,18.2,26.4,5.5,5.5,5.5,55,55
ASHBURN,610287,7100,Network 10,4th Grade,2012,53.8,85.0,69.7,5.1,5.0,5.9,48.7,80.0,63.9,46.2,12.5,27.7,0.0,2.5,2.5,39,40
ASHBURN,610287,7100,Network 10,5th Grade,2012,77.4,79.2,78.3,13.2,3.8,8.5,64.2,75.5,69.8,22.6,18.9,20.8,0.0,1.9,0.9,53,53
ASHBURN,610287,7100,Network 10,6th Grade,2012,74.0,74.0,74.0,16.0,14.0,15.0,58.0,60.0,59.0,26.0,26.0,26.0,0.0,0.0,0.0,50,50
ASHBURN,610287,7100,Network 10,7th Grade,2012,78.3,76.1,73.2,10.9,10.9,10.9,67.4,65.2,62.3,21.7,23.9,23.9,0.0,0.0,2.9,46,46
ASHBURN,610287,7100,Network 10,8th Grade,2012,73.1,75.0,74.0,0.0,25.0,12.5,73.1,50.0,61.5,26.9,25.0,26.0,0.0,0.0,0.0,52,52
ASHBURN,610287,7100,Network 10,3rd Grade,2013,74.5,53.2,63.8,10.6,2.1,6.4,63.8,51.1,57.4,17.0,36.2,26.6,8.5,10.6,9.6,47,47
ASHBURN,610287,7100,Network 10,4th Grade,2013,40.0,47.5,60.0,2.5,5.0,10.8,37.5,42.5,49.2,47.5,37.5,30.8,12.5,15.0,9.2,40,40
ASHBURN,610287,7100,Network 10,5th Grade,2013,47.2,24.3,35.6,5.6,0.0,2.7,41.7,24.3,32.9,44.4,64.9,54.8,8.3,10.8,9.6,36,37
ASHBURN,610287,7100,Network 10,6th Grade,2013,66.0,38.0,52.0,16.0,2.0,9.0,50.0,36.0,43.0,28.0,54.0,41.0,6.0,8.0,7.0,50,50
ASHBURN,610287,7100,Network 10,7th Grade,2013,54.0,46.0,57.6,8.0,4.0,9.9,46.0,42.0,47.7,42.0,38.0,33.8,4.0,16.0,8.6,50,50
ASHBURN,610287,7100,Network 10,8th Grade,2013,59.6,51.1,55.3,2.1,0.0,1.1,57.4,51.1,54.3,38.3,46.8,42.6,2.1,2.1,2.1,47,47
ASHBURN,610287,7100,Network 10,3rd Grade,2014,39.1,26.1,32.6,4.3,2.2,3.3,34.8,23.9,29.3,56.5,58.7,57.6,4.3,15.2,9.8,46,46
ASHBURN,610287,7100,Network 10,4th Grade,2014,53.1,61.2,68.0,4.1,0.0,10.2,49.0,61.2,57.8,44.9,32.7,29.3,2.0,6.1,2.7,49,49
ASHBURN,610287,7100,Network 10,5th Grade,2014,60.5,67.4,64.0,7.0,0.0,3.5,53.5,67.4,60.5,37.2,32.6,34.9,2.3,0.0,1.2,43,43
ASHBURN,610287,7100,Network 10,6th Grade,2014,42.9,30.6,36.6,2.9,0.0,1.4,40.0,30.6,35.2,51.4,66.7,59.2,5.7,2.8,4.2,35,36
ASHBURN,610287,7100,Network 10,7th Grade,2014,58.8,51.0,67.5,5.9,3.9,9.1,52.9,47.1,58.4,37.3,43.1,28.6,3.9,5.9,3.9,51,51
ASHBURN,610287,7100,Network 10,8th Grade,2014,41.7,51.0,46.4,4.2,10.2,7.2,37.5,40.8,39.2,45.8,38.8,42.3,12.5,10.2,11.3,48,49
MAYS,610290,7150,Network 11,3rd Grade,2010,69.8,81.4,75.6,18.6,9.3,14.0,51.2,72.1,61.6,25.6,16.3,20.9,4.7,2.3,3.5,43,43
MAYS,610290,7150,Network 11,4th Grade,2010,75.0,90.0,79.8,35.0,2.5,15.1,40.0,87.5,64.7,25.0,7.5,18.5,0.0,2.5,1.7,40,40
MAYS,610290,7150,Network 11,5th Grade,2010,43.5,41.3,42.4,13.0,0.0,6.5,30.4,41.3,35.9,56.5,58.7,57.6,0.0,0.0,0.0,46,46
MAYS,610290,7150,Network 11,6th Grade,2010,71.4,85.7,78.6,0.0,7.1,3.6,71.4,78.6,75.0,28.6,14.3,21.4,0.0,0.0,0.0,28,28
MAYS,610290,7150,Network 11,7th Grade,2010,65.1,60.5,62.8,9.3,14.0,7.8,55.8,46.5,55.0,34.9,30.2,27.9,0.0,9.3,9.3,43,43
MAYS,610290,7150,Network 11,8th Grade,2010,83.3,80.5,81.9,4.8,19.5,12.0,78.6,61.0,69.9,16.7,17.1,16.9,0.0,2.4,1.2,42,41
MAYS,610290,7150,Network 11,3rd Grade,2011,78.3,91.3,84.8,13.0,45.7,29.3,65.2,45.7,55.4,21.7,6.5,14.1,0.0,2.2,1.1,46,46
MAYS,610290,7150,Network 11,4th Grade,2011,63.6,97.0,77.8,18.2,15.2,12.1,45.5,81.8,65.7,33.3,3.0,20.2,3.0,0.0,2.0,33,33
MAYS,610290,7150,Network 11,5th Grade,2011,68.4,73.7,71.1,7.9,0.0,3.9,60.5,73.7,67.1,31.6,23.7,27.6,0.0,2.6,1.3,38,38
MAYS,610290,7150,Network 11,6th Grade,2011,80.0,80.0,80.0,7.5,10.0,8.8,72.5,70.0,71.3,20.0,20.0,20.0,0.0,0.0,0.0,40,40
MAYS,610290,7150,Network 11,7th Grade,2011,68.0,80.0,74.0,12.0,16.0,11.0,56.0,64.0,63.0,32.0,16.0,21.9,0.0,4.0,4.1,25,25
MAYS,610290,7150,Network 11,8th Grade,2011,91.7,75.0,83.3,0.0,11.1,5.6,91.7,63.9,77.8,8.3,25.0,16.7,0.0,0.0,0.0,36,36
MAYS,610290,7150,Network 11,3rd Grade,2012,77.4,87.1,82.3,25.8,32.3,29.0,51.6,54.8,53.2,22.6,12.9,17.7,0.0,0.0,0.0,31,31
MAYS,610290,7150,Network 11,4th Grade,2012,47.9,62.5,52.4,12.5,14.6,11.2,35.4,47.9,41.3,52.1,35.4,44.1,0.0,2.1,3.5,48,48
MAYS,610290,7150,Network 11,5th Grade,2012,81.5,85.2,83.3,25.9,0.0,13.0,55.6,85.2,70.4,18.5,14.8,16.7,0.0,0.0,0.0,27,27
MAYS,610290,7150,Network 11,6th Grade,2012,94.3,97.1,95.7,11.4,8.6,10.0,82.9,88.6,85.7,5.7,2.9,4.3,0.0,0.0,0.0,35,35
MAYS,610290,7150,Network 11,7th Grade,2012,60.7,71.4,57.8,7.1,7.1,4.8,53.6,64.3,53.0,39.3,25.0,37.3,0.0,3.6,4.8,28,28
MAYS,610290,7150,Network 11,8th Grade,2012,94.7,84.2,89.5,0.0,10.5,5.3,94.7,73.7,84.2,5.3,15.8,10.5,0.0,0.0,0.0,19,19
MAYS,610290,7150,Network 11,3rd Grade,2013,34.5,44.8,39.7,13.8,3.4,8.6,20.7,41.4,31.0,65.5,55.2,60.3,0.0,0.0,0.0,29,29
MAYS,610290,7150,Network 11,4th Grade,2013,48.3,55.2,56.3,3.4,0.0,2.3,44.8,55.2,54.0,51.7,41.4,40.2,0.0,3.4,3.4,29,29
MAYS,610290,7150,Network 11,5th Grade,2013,34.1,65.9,50.0,11.4,6.8,9.1,22.7,59.1,40.9,59.1,34.1,46.6,6.8,0.0,3.4,44,44
MAYS,610290,7150,Network 11,6th Grade,2013,59.4,53.1,56.3,9.4,0.0,4.7,50.0,53.1,51.6,40.6,46.9,43.8,0.0,0.0,0.0,32,32
MAYS,610290,7150,Network 11,7th Grade,2013,45.5,51.5,60.6,0.0,0.0,2.0,45.5,51.5,58.6,48.5,45.5,35.4,6.1,3.0,4.0,33,33
MAYS,610290,7150,Network 11,8th Grade,2013,18.8,32.3,25.4,0.0,0.0,0.0,18.8,32.3,25.4,78.1,67.7,73.0,3.1,0.0,1.6,32,31
MAYS,610290,7150,Network 11,3rd Grade,2014,20.3,28.6,24.5,2.9,4.3,3.6,17.4,24.3,20.9,55.1,54.3,54.7,24.6,17.1,20.9,69,70
MAYS,610290,7150,Network 11,4th Grade,2014,35.7,51.2,44.8,2.4,0.0,1.6,33.3,51.2,43.2,59.5,43.9,51.2,4.8,4.9,4.0,42,41
MAYS,610290,7150,Network 11,5th Grade,2014,25.4,45.8,35.6,0.0,5.1,2.5,25.4,40.7,33.1,57.6,50.8,54.2,16.9,3.4,10.2,59,59
MAYS,610290,7150,Network 11,6th Grade,2014,35.2,28.2,31.7,0.0,0.0,0.0,35.2,28.2,31.7,62.0,56.3,59.2,2.8,15.5,9.2,71,71
MAYS,610290,7150,Network 11,7th Grade,2014,32.5,23.8,39.2,5.0,2.4,4.0,27.5,21.4,35.2,50.0,59.5,44.8,17.5,16.7,16.0,40,42
MAYS,610290,7150,Network 11,8th Grade,2014,28.3,44.1,36.1,0.0,1.7,0.8,28.3,42.4,35.3,66.7,49.2,58.0,5.0,6.8,5.9,60,59
LEE,610291,7170,Network 10,3rd Grade,2010,51.4,75.7,63.5,1.8,17.1,9.5,49.5,58.6,54.1,33.3,20.7,27.0,15.3,3.6,9.5,111,111
LEE,610291,7170,Network 10,4th Grade,2010,40.0,69.5,54.1,3.1,6.1,3.8,36.9,63.4,50.3,53.1,28.2,38.2,6.9,2.3,7.7,130,131
LEE,610291,7170,Network 10,5th Grade,2010,64.3,79.2,71.9,12.2,3.3,7.7,52.2,75.8,64.3,34.8,18.3,26.4,0.9,2.5,1.7,115,120
LEE,610291,7170,Network 10,6th Grade,2010,68.9,76.7,72.8,11.7,9.7,10.7,57.3,67.0,62.1,31.1,21.4,26.2,0.0,1.9,1.0,103,103
LEE,610291,7170,Network 10,7th Grade,2010,72.0,85.7,79.2,6.8,13.4,8.7,65.3,72.3,70.4,28.0,13.4,18.9,0.0,0.8,2.0,118,119
LEE,610291,7170,Network 10,8th Grade,2010,90.7,90.8,90.8,4.7,21.8,13.3,86.0,69.0,77.5,9.3,9.2,9.2,0.0,0.0,0.0,86,87
LEE,610291,7170,Network 10,3rd Grade,2011,47.2,77.5,62.4,3.4,18.0,10.7,43.8,59.6,51.7,40.4,16.9,28.7,12.4,5.6,9.0,89,89
LEE,610291,7170,Network 10,4th Grade,2011,58.8,87.1,68.2,8.2,5.9,5.1,50.6,81.2,63.1,40.0,12.9,30.6,1.2,0.0,1.2,85,85
LEE,610291,7170,Network 10,5th Grade,2011,46.9,60.2,53.6,12.2,5.1,8.7,34.7,55.1,44.9,52.0,39.8,45.9,1.0,0.0,0.5,98,98
LEE,610291,7170,Network 10,6th Grade,2011,75.8,84.2,80.0,9.5,14.7,12.1,66.3,69.5,67.9,24.2,14.7,19.5,0.0,1.1,0.5,95,95
LEE,610291,7170,Network 10,7th Grade,2011,64.5,79.2,70.9,6.6,14.3,10.0,57.9,64.9,60.9,35.5,15.6,23.5,0.0,5.2,5.7,76,77
LEE,610291,7170,Network 10,8th Grade,2011,82.3,85.8,84.1,5.3,31.9,18.6,77.0,54.0,65.5,17.7,13.3,15.5,0.0,0.9,0.4,113,113
LEE,610291,7170,Network 10,3rd Grade,2012,64.8,94.5,79.7,11.0,35.2,23.1,53.8,59.3,56.6,26.4,4.4,15.4,8.8,1.1,4.9,91,91
LEE,610291,7170,Network 10,4th Grade,2012,69.7,91.1,76.6,14.6,27.8,15.6,55.1,63.3,61.0,28.1,8.9,21.9,2.2,0.0,1.5,89,90
LEE,610291,7170,Network 10,5th Grade,2012,60.0,80.0,70.0,8.2,4.7,6.5,51.8,75.3,63.5,38.8,18.8,28.8,1.2,1.2,1.2,85,85
LEE,610291,7170,Network 10,6th Grade,2012,63.6,75.8,69.7,12.1,23.2,17.7,51.5,52.5,52.0,36.4,23.2,29.8,0.0,1.0,0.5,99,99
LEE,610291,7170,Network 10,7th Grade,2012,72.8,91.3,81.8,10.9,23.9,15.6,62.0,67.4,66.2,27.2,5.4,14.9,0.0,3.3,3.3,92,92
LEE,610291,7170,Network 10,8th Grade,2012,79.2,82.6,80.9,5.6,24.6,14.9,73.6,58.0,66.0,20.8,17.4,19.1,0.0,0.0,0.0,72,69
LEE,610291,7170,Network 10,3rd Grade,2013,36.0,44.9,40.4,9.0,3.4,6.2,27.0,41.6,34.3,52.8,43.8,48.3,11.2,11.2,11.2,89,89
LEE,610291,7170,Network 10,4th Grade,2013,38.0,44.6,51.3,4.3,4.3,3.6,33.7,40.2,47.6,52.2,53.3,43.3,9.8,2.2,5.5,92,92
LEE,610291,7170,Network 10,5th Grade,2013,41.7,43.3,42.5,6.3,0.0,3.1,35.4,43.3,39.4,49.0,50.5,49.7,9.4,6.2,7.8,96,97
LEE,610291,7170,Network 10,6th Grade,2013,38.6,69.9,54.2,6.0,4.8,5.4,32.5,65.1,48.8,57.8,26.5,42.2,3.6,3.6,3.6,83,83
LEE,610291,7170,Network 10,7th Grade,2013,43.0,52.7,55.6,6.5,6.5,9.0,36.6,46.2,46.6,50.5,41.9,36.6,6.5,5.4,7.9,93,93
LEE,610291,7170,Network 10,8th Grade,2013,53.3,67.8,60.6,12.2,4.4,8.3,41.1,63.3,52.2,43.3,28.9,36.1,3.3,3.3,3.3,90,90
LEE,610291,7170,Network 10,3rd Grade,2014,30.3,47.3,38.9,5.6,1.1,3.3,24.7,46.2,35.6,56.2,51.6,53.9,13.5,1.1,7.2,89,91
LEE,610291,7170,Network 10,4th Grade,2014,39.5,55.7,53.6,11.6,4.5,6.5,27.9,51.1,47.1,51.2,30.7,37.2,9.3,13.6,9.2,86,88
LEE,610291,7170,Network 10,5th Grade,2014,48.0,40.4,44.2,4.1,0.0,2.0,43.9,40.4,42.1,42.9,51.5,47.2,9.2,8.1,8.6,98,99
LEE,610291,7170,Network 10,6th Grade,2014,42.9,50.5,46.7,5.5,4.4,4.9,37.4,46.2,41.8,47.3,42.9,45.1,9.9,6.6,8.2,91,91
LEE,610291,7170,Network 10,7th Grade,2014,54.2,56.6,65.5,4.8,1.2,4.4,49.4,55.4,61.0,44.6,42.2,32.9,1.2,1.2,1.6,83,83
LEE,610291,7170,Network 10,8th Grade,2014,46.1,42.9,44.4,7.9,11.0,9.4,38.2,31.9,35.0,46.1,48.4,47.2,7.9,8.8,8.3,89,91
MELODY,610293,7190,Network 5,3rd Grade,2010,41.9,55.8,48.8,2.3,7.0,4.7,39.5,48.8,44.2,41.9,32.6,37.2,16.3,11.6,14.0,43,43
MELODY,610293,7190,Network 5,4th Grade,2010,41.7,75.0,54.6,8.3,5.6,4.6,33.3,69.4,50.0,50.0,19.4,36.1,8.3,5.6,9.3,36,36
MELODY,610293,7190,Network 5,5th Grade,2010,50.0,60.0,55.0,6.7,0.0,3.3,43.3,60.0,51.7,46.7,40.0,43.3,3.3,0.0,1.7,30,30
MELODY,610293,7190,Network 5,6th Grade,2010,40.4,44.7,42.6,4.3,2.1,3.2,36.2,42.6,39.4,57.4,53.2,55.3,2.1,2.1,2.1,47,47
MELODY,610293,7190,Network 5,7th Grade,2010,37.8,70.3,54.1,0.0,2.7,1.8,37.8,67.6,52.3,62.2,29.7,40.5,0.0,0.0,5.4,37,37
MELODY,610293,7190,Network 5,8th Grade,2010,67.7,67.7,67.7,0.0,16.1,8.1,67.7,51.6,59.7,32.3,32.3,32.3,0.0,0.0,0.0,31,31
MELODY,610293,7190,Network 5,3rd Grade,2011,46.9,54.8,50.8,6.3,6.5,6.3,40.6,48.4,44.4,31.3,25.8,28.6,21.9,19.4,20.6,32,31
MELODY,610293,7190,Network 5,4th Grade,2011,50.0,65.6,59.4,9.4,6.3,5.2,40.6,59.4,54.2,46.9,28.1,32.3,3.1,6.3,8.3,32,32
MELODY,610293,7190,Network 5,5th Grade,2011,42.3,65.4,53.8,3.8,0.0,1.9,38.5,65.4,51.9,46.2,30.8,38.5,11.5,3.8,7.7,26,26
MELODY,610293,7190,Network 5,6th Grade,2011,68.8,68.8,68.8,9.4,0.0,4.7,59.4,68.8,64.1,28.1,31.3,29.7,3.1,0.0,1.6,32,32
MELODY,610293,7190,Network 5,7th Grade,2011,57.9,63.2,61.9,7.9,5.3,5.3,50.0,57.9,56.6,42.1,36.8,34.5,0.0,0.0,3.5,38,38
MELODY,610293,7190,Network 5,8th Grade,2011,81.3,90.6,85.9,0.0,6.3,3.1,81.3,84.4,82.8,18.8,9.4,14.1,0.0,0.0,0.0,32,32
MELODY,610293,7190,Network 5,3rd Grade,2012,50.0,77.8,63.9,2.8,11.1,6.9,47.2,66.7,56.9,30.6,11.1,20.8,19.4,11.1,15.3,36,36
MELODY,610293,7190,Network 5,4th Grade,2012,53.8,80.8,61.0,15.4,3.8,9.1,38.5,76.9,51.9,46.2,11.5,35.1,0.0,7.7,3.9,26,26
MELODY,610293,7190,Network 5,5th Grade,2012,39.4,60.6,50.0,3.0,3.0,3.0,36.4,57.6,47.0,57.6,36.4,47.0,3.0,3.0,3.0,33,33
MELODY,610293,7190,Network 5,6th Grade,2012,75.0,100.0,87.2,5.0,10.5,7.7,70.0,89.5,79.5,25.0,0.0,12.8,0.0,0.0,0.0,20,19
MELODY,610293,7190,Network 5,7th Grade,2012,75.0,91.3,81.2,12.5,4.3,5.8,62.5,87.0,75.4,20.8,8.7,17.4,4.2,0.0,1.4,24,23
MELODY,610293,7190,Network 5,8th Grade,2012,73.0,81.1,77.0,2.7,8.1,5.4,70.3,73.0,71.6,27.0,18.9,23.0,0.0,0.0,0.0,37,37
MELODY,610293,7190,Network 5,3rd Grade,2013,26.7,13.3,20.0,3.3,0.0,1.7,23.3,13.3,18.3,46.7,70.0,58.3,26.7,16.7,21.7,30,30
MELODY,610293,7190,Network 5,4th Grade,2013,55.2,44.8,58.8,0.0,0.0,1.2,55.2,44.8,57.6,37.9,44.8,35.3,6.9,10.3,5.9,29,29
MELODY,610293,7190,Network 5,5th Grade,2013,21.1,31.6,26.3,5.3,5.3,5.3,15.8,26.3,21.1,63.2,63.2,63.2,15.8,5.3,10.5,19,19
MELODY,610293,7190,Network 5,6th Grade,2013,33.3,48.1,40.7,3.7,3.7,3.7,29.6,44.4,37.0,63.0,51.9,57.4,3.7,0.0,1.9,27,27
MELODY,610293,7190,Network 5,7th Grade,2013,40.9,50.0,59.1,4.5,0.0,6.1,36.4,50.0,53.0,40.9,40.9,31.8,18.2,9.1,9.1,22,22
MELODY,610293,7190,Network 5,8th Grade,2013,46.2,46.2,46.2,11.5,3.8,7.7,34.6,42.3,38.5,38.5,53.8,46.2,15.4,0.0,7.7,26,26
MELODY,610293,7190,Network 5,3rd Grade,2014,21.2,13.5,17.3,1.9,0.0,1.0,19.2,13.5,16.3,50.0,61.5,55.8,28.8,25.0,26.9,52,52
MELODY,610293,7190,Network 5,4th Grade,2014,23.2,32.8,38.2,0.0,0.0,1.8,23.2,32.8,36.5,67.9,50.0,50.6,8.9,17.2,11.2,56,58
MELODY,610293,7190,Network 5,5th Grade,2014,11.7,23.3,17.5,0.0,0.0,0.0,11.7,23.3,17.5,58.3,65.0,61.7,30.0,11.7,20.8,60,60
MELODY,610293,7190,Network 5,6th Grade,2014,30.4,27.3,28.8,5.4,0.0,2.7,25.0,27.3,26.1,58.9,45.5,52.3,10.7,27.3,18.9,56,55
MELODY,610293,7190,Network 5,7th Grade,2014,35.3,23.5,36.5,2.0,0.0,2.0,33.3,23.5,34.5,60.8,70.6,56.1,3.9,5.9,7.4,51,51
MELODY,610293,7190,Network 5,8th Grade,2014,35.8,47.2,41.5,0.0,0.0,0.0,35.8,47.2,41.5,49.1,37.7,43.4,15.1,15.1,15.1,53,53
HIGGINS,610295,7210,Network 13,3rd Grade,2010,52.8,67.9,60.4,7.5,20.8,14.2,45.3,47.2,46.2,37.7,24.5,31.1,9.4,7.5,8.5,53,53
HIGGINS,610295,7210,Network 13,4th Grade,2010,75.7,94.6,83.8,8.1,2.7,3.6,67.6,91.9,80.2,21.6,5.4,14.4,2.7,0.0,1.8,37,37
HIGGINS,610295,7210,Network 13,5th Grade,2010,64.0,78.0,71.0,20.0,10.0,15.0,44.0,68.0,56.0,36.0,20.0,28.0,0.0,2.0,1.0,50,50
HIGGINS,610295,7210,Network 13,6th Grade,2010,65.9,79.5,72.7,6.8,2.3,4.5,59.1,77.3,68.2,31.8,20.5,26.1,2.3,0.0,1.1,44,44
HIGGINS,610295,7210,Network 13,7th Grade,2010,66.7,75.6,76.3,4.4,15.6,12.6,62.2,60.0,63.7,33.3,24.4,21.5,0.0,0.0,2.2,45,45
HIGGINS,610295,7210,Network 13,8th Grade,2010,81.1,73.0,77.0,0.0,16.2,8.1,81.1,56.8,68.9,18.9,27.0,23.0,0.0,0.0,0.0,37,37
HIGGINS,610295,7210,Network 13,3rd Grade,2011,57.9,81.6,69.7,18.4,21.1,19.7,39.5,60.5,50.0,36.8,13.2,25.0,5.3,5.3,5.3,38,38
HIGGINS,610295,7210,Network 13,4th Grade,2011,69.2,82.1,77.8,17.9,25.6,23.1,51.3,56.4,54.7,30.8,17.9,22.2,0.0,0.0,0.0,39,39
