School_Name,School_ID,Unit,Network,Grade,Year,ReadME,MathME,CompME,ReadEXC,MathEXC,CompEXC,ReadMEET,MathMEET,CompMEET,ReadBLW,MathBLW,CompBLW,ReadWRN,MathWRN,CompWRN,ReadTST,MathTST
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,3rd Grade,2010,77.8,88.9,83.3,11.1,44.4,27.8,66.7,44.4,55.6,18.5,7.4,13.0,3.7,3.7,3.7,27,27
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,4th Grade,2010,44.4,59.3,54.3,11.1,14.8,8.6,33.3,44.4,45.7,51.9,37.0,40.7,3.7,3.7,4.9,27,27
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,5th Grade,2010,55.6,85.2,70.4,18.5,3.7,11.1,37.0,81.5,59.3,44.4,14.8,29.6,0.0,0.0,0.0,27,27
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,6th Grade,2010,82.1,75.0,78.6,3.6,3.6,3.6,78.6,71.4,75.0,17.9,25.0,21.4,0.0,0.0,0.0,28,28
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,7th Grade,2010,74.1,66.7,66.7,11.1,7.4,6.2,63.0,59.3,60.5,25.9,29.6,29.6,0.0,3.7,3.7,27,27
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,8th Grade,2010,73.1,61.5,67.3,0.0,0.0,0.0,73.1,61.5,67.3,26.9,34.6,30.8,0.0,3.8,1.9,26,26
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,3rd Grade,2011,69.1,76.4,72.7,12.7,20.0,16.4,56.4,56.4,56.4,20.0,18.2,19.1,10.9,5.5,8.2,55,55
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,4th Grade,2011,46.2,82.7,57.9,3.8,9.6,5.0,42.3,73.1,52.8,51.9,17.3,39.6,1.9,0.0,2.5,52,52
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,5th Grade,2011,56.6,60.4,58.5,7.5,0.0,3.8,49.1,60.4,54.7,43.4,37.7,40.6,0.0,1.9,0.9,53,53
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,6th Grade,2011,77.4,75.5,76.4,11.3,5.7,8.5,66.0,69.8,67.9,20.8,24.5,22.6,1.9,0.0,0.9,53,53
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,7th Grade,2011,86.5,82.7,81.6,7.7,7.7,5.1,78.8,75.0,76.6,13.5,15.4,16.5,0.0,1.9,1.9,52,52
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,8th Grade,2011,81.8,78.2,80.0,1.8,18.2,10.0,80.0,60.0,70.0,18.2,21.8,20.0,0.0,0.0,0.0,55,55
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,3rd Grade,2012,65.5,77.6,71.6,8.6,15.5,12.1,56.9,62.1,59.5,27.6,15.5,21.6,6.9,6.9,6.9,58,58
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,4th Grade,2012,54.2,71.2,59.9,3.4,5.1,2.8,50.8,66.1,57.1,44.1,25.4,36.7,1.7,3.4,3.4,59,59
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,5th Grade,2012,64.2,69.8,67.0,7.5,1.9,4.7,56.6,67.9,62.3,35.8,30.2,33.0,0.0,0.0,0.0,53,53
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,6th Grade,2012,69.6,80.4,75.0,10.7,12.5,11.6,58.9,67.9,63.4,30.4,19.6,25.0,0.0,0.0,0.0,56,56
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,7th Grade,2012,78.9,80.7,73.7,8.8,14.0,8.2,70.2,66.7,65.5,21.1,19.3,21.6,0.0,0.0,4.7,57,57
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,8th Grade,2012,90.9,67.3,79.1,7.3,14.5,10.9,83.6,52.7,68.2,9.1,32.7,20.9,0.0,0.0,0.0,55,55
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,3rd Grade,2013,27.6,24.1,25.9,0.0,0.0,0.0,27.6,24.1,25.9,60.3,69.0,64.7,12.1,6.9,9.5,58,58
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,4th Grade,2013,35.6,51.7,50.0,1.7,5.2,4.0,33.9,46.6,46.0,49.2,39.7,40.9,15.3,8.6,9.1,59,58
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,5th Grade,2013,34.5,34.5,34.5,1.8,0.0,0.9,32.7,34.5,33.6,54.5,49.1,51.8,10.9,16.4,13.6,55,55
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,6th Grade,2013,46.3,50.0,48.1,0.0,5.6,2.8,46.3,44.4,45.4,46.3,44.4,45.4,7.4,5.6,6.5,54,54
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,7th Grade,2013,43.9,52.6,52.6,7.0,1.8,4.7,36.8,50.9,48.0,49.1,42.1,38.0,7.0,5.3,9.4,57,57
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,8th Grade,2013,26.8,25.0,25.9,1.8,0.0,0.9,25.0,25.0,25.0,69.6,75.0,72.3,3.6,0.0,1.8,56,56
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,3rd Grade,2014,25.4,30.5,28.0,5.1,0.0,2.5,20.3,30.5,25.4,61.0,59.3,60.2,13.6,10.2,11.9,59,59
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,4th Grade,2014,25.9,37.0,37.0,0.0,0.0,0.6,25.9,37.0,36.4,63.0,53.7,55.6,11.1,9.3,7.4,54,54
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,5th Grade,2014,34.0,52.8,43.4,1.9,5.7,3.8,32.1,47.2,39.6,50.9,39.6,45.3,15.1,7.5,11.3,53,53
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,6th Grade,2014,49.0,56.9,52.9,3.9,2.0,2.9,45.1,54.9,50.0,43.1,31.4,37.3,7.8,11.8,9.8,51,51
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,7th Grade,2014,51.8,42.9,52.4,1.8,0.0,3.0,50.0,42.9,49.4,41.1,50.0,40.5,7.1,7.1,7.1,56,56
CATALYST CHTR - CIRCLE ROCK,400021,4371,Charter,8th Grade,2014,41.1,33.9,37.5,3.6,0.0,1.8,37.5,33.9,35.7,46.4,58.9,52.7,12.5,7.1,9.8,56,56
CICS-AVALON /SO SHORE,400023,6580,Charter,3rd Grade,2010,63.2,84.2,73.7,7.0,10.5,8.8,56.1,73.7,64.9,35.1,14.0,24.6,1.8,1.8,1.8,57,57
CICS-AVALON /SO SHORE,400023,6580,Charter,4th Grade,2010,57.4,75.9,62.3,9.3,11.1,7.4,48.1,64.8,54.9,42.6,24.1,36.4,0.0,0.0,1.2,54,54
CICS-AVALON /SO SHORE,400023,6580,Charter,5th Grade,2010,69.6,76.8,73.2,14.3,5.4,9.8,55.4,71.4,63.4,30.4,23.2,26.8,0.0,0.0,0.0,56,56
CICS-AVALON /SO SHORE,400023,6580,Charter,6th Grade,2010,88.9,85.2,87.0,14.8,9.3,12.0,74.1,75.9,75.0,11.1,14.8,13.0,0.0,0.0,0.0,54,54
CICS-AVALON /SO SHORE,400023,6580,Charter,7th Grade,2010,85.7,81.0,86.5,9.5,7.1,8.7,76.2,73.8,77.8,14.3,19.0,12.7,0.0,0.0,0.8,42,42
CICS-AVALON /SO SHORE,400023,6580,Charter,8th Grade,2010,82.5,77.5,80.0,10.0,15.0,12.5,72.5,62.5,67.5,17.5,22.5,20.0,0.0,0.0,0.0,40,40
CICS-AVALON /SO SHORE,400023,6580,Charter,3rd Grade,2011,81.5,92.6,87.0,25.9,24.1,25.0,55.6,68.5,62.0,14.8,7.4,11.1,3.7,0.0,1.9,54,54
CICS-AVALON /SO SHORE,400023,6580,Charter,4th Grade,2011,52.7,85.5,67.9,10.9,9.1,9.1,41.8,76.4,58.8,47.3,14.5,30.3,0.0,0.0,1.8,55,55
CICS-AVALON /SO SHORE,400023,6580,Charter,5th Grade,2011,65.5,80.0,72.7,12.7,1.8,7.3,52.7,78.2,65.5,34.5,20.0,27.3,0.0,0.0,0.0,55,55
CICS-AVALON /SO SHORE,400023,6580,Charter,6th Grade,2011,81.8,80.0,80.9,18.2,1.8,10.0,63.6,78.2,70.9,18.2,20.0,19.1,0.0,0.0,0.0,55,55
CICS-AVALON /SO SHORE,400023,6580,Charter,7th Grade,2011,72.9,85.4,83.3,6.3,16.7,8.3,66.7,68.8,75.0,27.1,14.6,16.0,0.0,0.0,0.7,48,48
CICS-AVALON /SO SHORE,400023,6580,Charter,8th Grade,2011,91.3,78.3,84.8,6.5,8.7,7.6,84.8,69.6,77.2,8.7,21.7,15.2,0.0,0.0,0.0,46,46
CICS-AVALON /SO SHORE,400023,6580,Charter,3rd Grade,2012,75.0,96.4,85.7,14.3,28.6,21.4,60.7,67.9,64.3,25.0,3.6,14.3,0.0,0.0,0.0,28,28
CICS-AVALON /SO SHORE,400023,6580,Charter,4th Grade,2012,72.0,86.0,73.3,14.0,20.0,14.7,58.0,66.0,58.7,26.0,14.0,24.7,2.0,0.0,2.0,50,50
CICS-AVALON /SO SHORE,400023,6580,Charter,5th Grade,2012,65.4,73.1,69.2,9.6,1.9,5.8,55.8,71.2,63.5,34.6,26.9,30.8,0.0,0.0,0.0,52,52
CICS-AVALON /SO SHORE,400023,6580,Charter,6th Grade,2012,88.5,82.7,85.6,5.8,7.7,6.7,82.7,75.0,78.8,11.5,17.3,14.4,0.0,0.0,0.0,52,52
CICS-AVALON /SO SHORE,400023,6580,Charter,7th Grade,2012,70.2,78.7,68.1,0.0,27.7,9.2,70.2,51.1,58.9,29.8,19.1,22.7,0.0,2.1,9.2,47,47
CICS-AVALON /SO SHORE,400023,6580,Charter,8th Grade,2012,81.3,83.3,82.3,0.0,8.3,4.2,81.3,75.0,78.1,18.8,16.7,17.7,0.0,0.0,0.0,48,48
CICS-AVALON /SO SHORE,400023,6580,Charter,3rd Grade,2013,60.7,51.7,56.1,7.1,6.9,7.0,53.6,44.8,49.1,39.3,44.8,42.1,0.0,3.4,1.8,28,29
CICS-AVALON /SO SHORE,400023,6580,Charter,4th Grade,2013,39.3,53.6,52.4,0.0,0.0,0.0,39.3,53.6,52.4,53.6,35.7,40.5,7.1,10.7,7.1,28,28
CICS-AVALON /SO SHORE,400023,6580,Charter,5th Grade,2013,46.3,25.9,36.1,5.6,0.0,2.8,40.7,25.9,33.3,51.9,64.8,58.3,1.9,9.3,5.6,54,54
CICS-AVALON /SO SHORE,400023,6580,Charter,6th Grade,2013,58.0,52.0,55.0,10.0,2.0,6.0,48.0,50.0,49.0,42.0,40.0,41.0,0.0,8.0,4.0,50,50
CICS-AVALON /SO SHORE,400023,6580,Charter,7th Grade,2013,62.2,44.4,62.2,4.4,2.2,5.9,57.8,42.2,56.3,35.6,48.9,33.3,2.2,6.7,4.4,45,45
CICS-AVALON /SO SHORE,400023,6580,Charter,8th Grade,2013,62.8,30.2,46.5,4.7,0.0,2.3,58.1,30.2,44.2,34.9,58.1,46.5,2.3,11.6,7.0,43,43
CICS-AVALON /SO SHORE,400023,6580,Charter,3rd Grade,2014,70.0,82.0,76.0,22.0,16.0,19.0,48.0,66.0,57.0,26.0,18.0,22.0,4.0,0.0,2.0,50,50
CICS-AVALON /SO SHORE,400023,6580,Charter,4th Grade,2014,76.0,92.0,84.0,4.0,12.0,9.3,72.0,80.0,74.7,24.0,8.0,16.0,0.0,0.0,0.0,25,25
CICS-AVALON /SO SHORE,400023,6580,Charter,5th Grade,2014,45.8,75.0,60.4,4.2,0.0,2.1,41.7,75.0,58.3,50.0,20.8,35.4,4.2,4.2,4.2,24,24
CICS-AVALON /SO SHORE,400023,6580,Charter,6th Grade,2014,55.6,63.0,59.3,7.4,5.6,6.5,48.1,57.4,52.8,44.4,31.5,38.0,0.0,5.6,2.8,54,54
CICS-AVALON /SO SHORE,400023,6580,Charter,7th Grade,2014,71.1,43.2,67.9,13.3,0.0,12.7,57.8,43.2,55.2,24.4,52.3,26.9,4.4,4.5,5.2,45,44
CICS-AVALON /SO SHORE,400023,6580,Charter,8th Grade,2014,62.8,69.8,66.3,4.7,16.3,10.5,58.1,53.5,55.8,32.6,25.6,29.1,4.7,4.7,4.7,43,43
CICS-BASIL,400024,7130,Charter,3rd Grade,2010,42.2,61.4,51.8,6.0,14.5,10.2,36.1,47.0,41.6,47.0,26.5,36.7,10.8,12.0,11.4,83,83
CICS-BASIL,400024,7130,Charter,4th Grade,2010,53.8,63.8,50.4,3.8,2.5,2.5,50.0,61.3,47.9,45.0,33.8,45.4,1.3,2.5,4.2,80,80
CICS-BASIL,400024,7130,Charter,5th Grade,2010,55.6,74.1,64.8,12.3,9.9,11.1,43.2,64.2,53.7,44.4,24.7,34.6,0.0,1.2,0.6,81,81
CICS-BASIL,400024,7130,Charter,6th Grade,2010,67.6,63.5,65.5,9.5,5.4,7.4,58.1,58.1,58.1,32.4,32.4,32.4,0.0,4.1,2.0,74,74
CICS-BASIL,400024,7130,Charter,7th Grade,2010,70.2,75.4,71.8,14.0,5.3,7.1,56.1,70.2,64.7,29.8,22.8,24.7,0.0,1.8,3.5,57,57
CICS-BASIL,400024,7130,Charter,8th Grade,2010,82.0,72.0,77.0,4.0,14.0,9.0,78.0,58.0,68.0,16.0,28.0,22.0,2.0,0.0,1.0,50,50
CICS-BASIL,400024,7130,Charter,3rd Grade,2011,53.5,72.1,62.8,8.1,20.9,14.5,45.3,51.2,48.3,31.4,19.8,25.6,15.1,8.1,11.6,86,86
CICS-BASIL,400024,7130,Charter,4th Grade,2011,40.5,72.2,54.4,11.4,15.2,10.5,29.1,57.0,43.9,54.4,25.3,39.7,5.1,2.5,5.9,79,79
CICS-BASIL,400024,7130,Charter,5th Grade,2011,61.6,69.8,65.7,3.5,3.5,3.5,58.1,66.3,62.2,36.0,29.1,32.6,2.3,1.2,1.7,86,86
CICS-BASIL,400024,7130,Charter,6th Grade,2011,65.8,64.6,65.2,11.4,13.9,12.7,54.4,50.6,52.5,34.2,32.9,33.5,0.0,2.5,1.3,79,79
CICS-BASIL,400024,7130,Charter,7th Grade,2011,74.0,72.0,70.0,8.2,20.0,10.3,65.8,52.0,59.6,26.0,22.7,25.6,0.0,5.3,4.5,73,75
CICS-BASIL,400024,7130,Charter,8th Grade,2011,85.4,72.9,79.2,0.0,10.4,5.2,85.4,62.5,74.0,14.6,27.1,20.8,0.0,0.0,0.0,48,48
CICS-BASIL,400024,7130,Charter,3rd Grade,2012,65.4,82.7,74.1,11.1,17.3,14.2,54.3,65.4,59.9,23.5,11.1,17.3,11.1,6.2,8.6,81,81
CICS-BASIL,400024,7130,Charter,4th Grade,2012,53.9,75.3,62.9,18.0,16.9,13.5,36.0,58.4,49.4,42.7,22.5,34.5,3.4,2.2,2.6,89,89
CICS-BASIL,400024,7130,Charter,5th Grade,2012,56.3,71.3,63.8,12.5,2.5,7.5,43.8,68.8,56.3,43.8,27.5,35.6,0.0,1.3,0.6,80,80
CICS-BASIL,400024,7130,Charter,6th Grade,2012,71.8,76.1,73.9,5.6,12.7,9.2,66.2,63.4,64.8,28.2,23.9,26.1,0.0,0.0,0.0,71,71
CICS-BASIL,400024,7130,Charter,7th Grade,2012,69.6,73.9,71.0,10.1,21.7,14.5,59.4,52.2,56.5,30.4,18.8,20.8,0.0,7.2,8.2,69,69
CICS-BASIL,400024,7130,Charter,8th Grade,2012,82.1,82.1,82.1,1.5,22.4,11.9,80.6,59.7,70.1,17.9,17.9,17.9,0.0,0.0,0.0,67,67
CICS-BASIL,400024,7130,Charter,3rd Grade,2013,46.3,42.7,44.5,6.1,3.7,4.9,40.2,39.0,39.6,46.3,48.8,47.6,7.3,8.5,7.9,82,82
CICS-BASIL,400024,7130,Charter,4th Grade,2013,41.5,52.4,53.7,3.7,6.1,5.3,37.8,46.3,48.4,43.9,36.6,35.8,14.6,11.0,10.6,82,82
CICS-BASIL,400024,7130,Charter,5th Grade,2013,38.0,26.6,32.3,3.8,1.3,2.5,34.2,25.3,29.7,46.8,46.8,46.8,15.2,26.6,20.9,79,79
CICS-BASIL,400024,7130,Charter,6th Grade,2013,50.0,44.4,47.2,9.7,4.2,6.9,40.3,40.3,40.3,47.2,45.8,46.5,2.8,9.7,6.3,72,72
CICS-BASIL,400024,7130,Charter,7th Grade,2013,50.0,46.9,57.8,4.7,4.7,6.8,45.3,42.2,51.0,45.3,45.3,37.0,4.7,7.8,5.2,64,64
CICS-BASIL,400024,7130,Charter,8th Grade,2013,47.0,36.4,41.7,4.5,6.1,5.3,42.4,30.3,36.4,42.4,53.0,47.7,10.6,10.6,10.6,66,66
CICS-BASIL,400024,7130,Charter,3rd Grade,2014,53.7,76.5,65.0,9.8,19.8,14.7,43.9,56.8,50.3,40.2,21.0,30.7,6.1,2.5,4.3,82,81
CICS-BASIL,400024,7130,Charter,4th Grade,2014,41.0,70.5,61.1,9.0,3.8,6.4,32.1,66.7,54.7,56.4,24.4,36.3,2.6,5.1,2.6,78,78
CICS-BASIL,400024,7130,Charter,5th Grade,2014,35.4,43.8,39.6,5.1,1.3,3.1,30.4,42.5,36.5,54.4,47.5,50.9,10.1,8.8,9.4,79,80
CICS-BASIL,400024,7130,Charter,6th Grade,2014,34.7,44.0,39.3,4.0,2.7,3.3,30.7,41.3,36.0,56.0,36.0,46.0,9.3,20.0,14.7,75,75
CICS-BASIL,400024,7130,Charter,7th Grade,2014,51.9,46.4,59.0,9.3,3.6,10.8,42.6,42.9,48.2,42.6,41.1,33.7,5.6,12.5,7.2,54,56
CICS-BASIL,400024,7130,Charter,8th Grade,2014,43.3,55.0,49.2,5.0,3.3,4.2,38.3,51.7,45.0,50.0,38.3,44.2,6.7,6.7,6.7,60,60
CICS-BUCKTOWN,400025,4910,Charter,3rd Grade,2010,80.6,91.0,85.8,23.9,47.8,35.8,56.7,43.3,50.0,13.4,7.5,10.4,6.0,1.5,3.7,67,67
CICS-BUCKTOWN,400025,4910,Charter,4th Grade,2010,59.4,82.8,68.2,23.4,7.8,11.5,35.9,75.0,56.8,40.6,17.2,31.3,0.0,0.0,0.5,64,64
CICS-BUCKTOWN,400025,4910,Charter,5th Grade,2010,81.2,76.8,79.0,21.7,13.0,17.4,59.4,63.8,61.6,18.8,23.2,21.0,0.0,0.0,0.0,69,69
CICS-BUCKTOWN,400025,4910,Charter,6th Grade,2010,80.6,88.1,84.3,25.4,29.9,27.6,55.2,58.2,56.7,19.4,11.9,15.7,0.0,0.0,0.0,67,67
CICS-BUCKTOWN,400025,4910,Charter,7th Grade,2010,88.2,92.6,91.2,19.1,33.8,24.0,69.1,58.8,67.2,10.3,7.4,7.8,1.5,0.0,1.0,68,68
CICS-BUCKTOWN,400025,4910,Charter,8th Grade,2010,92.3,93.8,93.1,6.2,29.2,17.7,86.2,64.6,75.4,7.7,6.2,6.9,0.0,0.0,0.0,65,65
CICS-BUCKTOWN,400025,4910,Charter,3rd Grade,2011,70.2,93.0,81.6,28.1,52.6,40.4,42.1,40.4,41.2,26.3,7.0,16.7,3.5,0.0,1.8,57,57
CICS-BUCKTOWN,400025,4910,Charter,4th Grade,2011,78.3,88.4,81.6,29.0,17.4,20.3,49.3,71.0,61.4,20.3,7.2,14.0,1.4,4.3,4.3,69,69
CICS-BUCKTOWN,400025,4910,Charter,5th Grade,2011,68.2,78.8,73.5,21.2,7.6,14.4,47.0,71.2,59.1,31.8,21.2,26.5,0.0,0.0,0.0,66,66
CICS-BUCKTOWN,400025,4910,Charter,6th Grade,2011,87.0,83.8,85.4,23.2,16.2,19.7,63.8,67.6,65.7,13.0,16.2,14.6,0.0,0.0,0.0,69,68
CICS-BUCKTOWN,400025,4910,Charter,7th Grade,2011,81.5,90.8,86.2,21.5,38.5,27.7,60.0,52.3,58.5,18.5,9.2,13.3,0.0,0.0,0.5,65,65
CICS-BUCKTOWN,400025,4910,Charter,8th Grade,2011,92.4,86.6,89.5,9.1,34.3,21.8,83.3,52.2,67.7,4.5,11.9,8.3,3.0,1.5,2.3,66,67
CICS-BUCKTOWN,400025,4910,Charter,3rd Grade,2012,81.3,91.3,86.3,20.0,38.8,29.4,61.3,52.5,56.9,13.8,7.5,10.6,5.0,1.3,3.1,80,80
CICS-BUCKTOWN,400025,4910,Charter,4th Grade,2012,65.2,84.1,76.8,21.7,24.6,21.7,43.5,59.4,55.1,33.3,14.5,20.8,1.4,1.4,2.4,69,69
CICS-BUCKTOWN,400025,4910,Charter,5th Grade,2012,87.0,84.1,85.5,31.9,14.5,23.2,55.1,69.6,62.3,13.0,15.9,14.5,0.0,0.0,0.0,69,69
CICS-BUCKTOWN,400025,4910,Charter,6th Grade,2012,80.3,82.1,81.2,16.7,19.4,18.0,63.6,62.7,63.2,19.7,17.9,18.8,0.0,0.0,0.0,66,67
CICS-BUCKTOWN,400025,4910,Charter,7th Grade,2012,86.6,88.1,88.6,22.4,32.8,26.9,64.2,55.2,61.7,13.4,11.9,10.4,0.0,0.0,1.0,67,67
CICS-BUCKTOWN,400025,4910,Charter,8th Grade,2012,88.6,84.3,86.4,14.3,45.7,30.0,74.3,38.6,56.4,11.4,15.7,13.6,0.0,0.0,0.0,70,70
CICS-BUCKTOWN,400025,4910,Charter,3rd Grade,2013,50.0,35.1,42.6,5.4,1.4,3.4,44.6,33.8,39.2,40.5,45.9,43.2,9.5,18.9,14.2,74,74
CICS-BUCKTOWN,400025,4910,Charter,4th Grade,2013,47.4,44.9,58.5,5.1,7.7,8.5,42.3,37.2,50.0,46.2,47.4,36.8,6.4,7.7,4.7,78,78
CICS-BUCKTOWN,400025,4910,Charter,5th Grade,2013,50.0,33.3,41.7,9.1,7.6,8.3,40.9,25.8,33.3,36.4,48.5,42.4,13.6,18.2,15.9,66,66
CICS-BUCKTOWN,400025,4910,Charter,6th Grade,2013,60.3,54.8,57.5,12.3,16.4,14.4,47.9,38.4,43.2,30.1,38.4,34.2,9.6,6.8,8.2,73,73
CICS-BUCKTOWN,400025,4910,Charter,7th Grade,2013,50.0,60.3,63.7,13.2,11.8,15.7,36.8,48.5,48.0,48.5,39.7,33.8,1.5,0.0,2.5,68,68
CICS-BUCKTOWN,400025,4910,Charter,8th Grade,2013,53.8,44.6,49.2,9.2,9.2,9.2,44.6,35.4,40.0,41.5,52.3,46.9,4.6,3.1,3.8,65,65
CICS-BUCKTOWN,400025,4910,Charter,3rd Grade,2014,47.0,54.8,50.9,4.8,8.3,6.6,42.2,46.4,44.3,51.8,40.5,46.1,1.2,4.8,3.0,83,84
CICS-BUCKTOWN,400025,4910,Charter,4th Grade,2014,40.8,41.7,46.0,11.3,2.8,7.9,29.6,38.9,38.1,54.9,41.7,45.6,4.2,16.7,8.4,71,72
CICS-BUCKTOWN,400025,4910,Charter,5th Grade,2014,48.7,38.2,43.4,3.9,3.9,3.9,44.7,34.2,39.5,42.1,51.3,46.7,9.2,10.5,9.9,76,76
CICS-BUCKTOWN,400025,4910,Charter,6th Grade,2014,43.9,59.1,51.5,6.1,12.1,9.1,37.9,47.0,42.4,43.9,31.8,37.9,12.1,9.1,10.6,66,66
CICS-BUCKTOWN,400025,4910,Charter,7th Grade,2014,62.2,62.7,70.1,13.5,5.3,12.9,48.6,57.3,57.1,32.4,33.3,24.6,5.4,4.0,5.4,74,75
CICS-BUCKTOWN,400025,4910,Charter,8th Grade,2014,41.8,50.7,46.3,9.0,13.4,11.2,32.8,37.3,35.1,56.7,47.8,52.2,1.5,1.5,1.5,67,67
CICS-IRVING PARK,400027,4913,Charter,3rd Grade,2010,76.1,91.3,83.7,23.9,37.0,30.4,52.2,54.3,53.3,23.9,6.5,15.2,0.0,2.2,1.1,46,46
CICS-IRVING PARK,400027,4913,Charter,4th Grade,2010,64.2,81.1,73.0,17.0,18.9,15.1,47.2,62.3,57.9,35.8,18.9,25.8,0.0,0.0,1.3,53,53
CICS-IRVING PARK,400027,4913,Charter,5th Grade,2010,69.8,81.1,75.5,32.1,9.4,20.8,37.7,71.7,54.7,30.2,18.9,24.5,0.0,0.0,0.0,53,53
CICS-IRVING PARK,400027,4913,Charter,6th Grade,2010,81.5,81.5,81.5,18.5,25.9,22.2,63.0,55.6,59.3,18.5,11.1,14.8,0.0,7.4,3.7,27,27
CICS-IRVING PARK,400027,4913,Charter,3rd Grade,2011,95.1,100.0,97.6,34.1,58.5,46.3,61.0,41.5,51.2,3.7,0.0,1.8,1.2,0.0,0.6,82,82
CICS-IRVING PARK,400027,4913,Charter,4th Grade,2011,91.7,97.9,93.8,45.8,52.1,41.7,45.8,45.8,52.1,6.3,2.1,4.9,2.1,0.0,1.4,48,48
CICS-IRVING PARK,400027,4913,Charter,5th Grade,2011,71.4,96.4,83.9,19.6,14.3,17.0,51.8,82.1,67.0,28.6,3.6,16.1,0.0,0.0,0.0,56,56
CICS-IRVING PARK,400027,4913,Charter,6th Grade,2011,94.1,94.1,94.1,43.1,37.3,40.2,51.0,56.9,53.9,5.9,5.9,5.9,0.0,0.0,0.0,51,51
CICS-IRVING PARK,400027,4913,Charter,7th Grade,2011,88.5,92.0,89.6,26.9,40.0,26.0,61.5,52.0,63.6,11.5,8.0,7.8,0.0,0.0,2.6,26,25
CICS-IRVING PARK,400027,4913,Charter,3rd Grade,2012,94.1,96.5,95.3,47.1,54.1,50.6,47.1,42.4,44.7,4.7,3.5,4.1,1.2,0.0,0.6,85,85
CICS-IRVING PARK,400027,4913,Charter,4th Grade,2012,96.4,100.0,97.2,41.0,56.6,40.2,55.4,43.4,57.0,3.6,0.0,2.8,0.0,0.0,0.0,83,83
CICS-IRVING PARK,400027,4913,Charter,5th Grade,2012,84.2,85.7,85.0,35.1,21.4,28.3,49.1,64.3,56.6,15.8,14.3,15.0,0.0,0.0,0.0,57,56
CICS-IRVING PARK,400027,4913,Charter,6th Grade,2012,84.9,96.2,90.6,15.1,18.9,17.0,69.8,77.4,73.6,15.1,3.8,9.4,0.0,0.0,0.0,53,53
CICS-IRVING PARK,400027,4913,Charter,7th Grade,2012,90.0,95.0,90.0,27.5,45.0,35.0,62.5,50.0,55.0,10.0,5.0,9.2,0.0,0.0,0.8,40,40
CICS-IRVING PARK,400027,4913,Charter,8th Grade,2012,81.8,77.3,79.5,0.0,27.3,13.6,81.8,50.0,65.9,18.2,22.7,20.5,0.0,0.0,0.0,22,22
CICS-IRVING PARK,400027,4913,Charter,3rd Grade,2013,74.5,63.6,69.1,34.5,16.4,25.5,40.0,47.3,43.6,21.8,36.4,29.1,3.6,0.0,1.8,55,55
CICS-IRVING PARK,400027,4913,Charter,4th Grade,2013,80.2,81.5,85.2,27.2,23.5,28.4,53.1,58.0,56.8,18.5,17.3,13.6,1.2,1.2,1.2,81,81
CICS-IRVING PARK,400027,4913,Charter,5th Grade,2013,60.5,75.3,67.9,17.3,16.0,16.7,43.2,59.3,51.2,38.3,24.7,31.5,1.2,0.0,0.6,81,81
CICS-IRVING PARK,400027,4913,Charter,6th Grade,2013,74.1,81.5,77.8,18.5,22.2,20.4,55.6,59.3,57.4,24.1,14.8,19.4,1.9,3.7,2.8,54,54
CICS-IRVING PARK,400027,4913,Charter,7th Grade,2013,50.0,77.1,70.8,10.4,10.4,11.1,39.6,66.7,59.7,43.8,22.9,26.4,6.3,0.0,2.8,48,48
CICS-IRVING PARK,400027,4913,Charter,8th Grade,2013,65.6,71.9,68.8,12.5,12.5,12.5,53.1,59.4,56.3,31.3,28.1,29.7,3.1,0.0,1.6,32,32
CICS-IRVING PARK,400027,4913,Charter,3rd Grade,2014,75.9,79.5,77.7,34.9,22.9,28.9,41.0,56.6,48.8,20.5,19.3,19.9,3.6,1.2,2.4,83,83
