School_Name,School_ID,Network,Grade,Year,Reading_StudentsNumber,Reading_VAM,Reading_Confidence,Reading_Percentile,Reading_Color,Math_StudentsNumber,Math_VAM,Math_Confidence,Math_Percentile,Math_Color
FRAZIER CONTR,400040,Charter/Contract,5th Grade,2013,54.0,-1.8,-2.8 to -0.8,2,Red,53.0,-2.1,-2.7 to -1.6,1,Red
CHICAGO QUEST NORTH,400113,Charter/Contract,6th Grade,2013,53.0,-1.9,-2.9 to -0.8,1,Red,53.0,-1.6,-2.2 to -0.9,4,Red
ONAHAN,610104,O'Hare,7th Grade,2013,53.0,-2.2,-3.2 to -1.1,1,Red,53.0,-0.4,-1 to 0.2,32,Yellow
O'KEEFFE,610103,Skyway,4th Grade,2013,52.0,3.1,2.2 to 4,100,Green,52.0,-0.5,-1.2 to 0.2,33,Yellow
DISNEY II,610515,O'Hare,4th Grade,2013,52.0,1.8,1 to 2.6,98,Green,52.0,0.8,0.2 to 1.4,83,Green
GREELEY,609850,Ravenswood-Ridge,6th Grade,2013,52.0,1.6,0.6 to 2.6,96,Green,52.0,0.6,0 to 1.2,74,Yellow
BURLEY,609820,Ravenswood-Ridge,8th Grade,2013,52.0,1.1,0 to 2.2,93,Green,52.0,-0.6,-1.3 to 0.1,26,Yellow
BLACK,610350,Skyway,4th Grade,2013,52.0,1.0,0.2 to 1.9,90,Green,52.0,0.3,-0.4 to 0.9,62,Yellow
HOLDEN,609996,Pershing,5th Grade,2013,52.0,0.9,-0.1 to 1.9,89,Yellow,52.0,0.3,-0.3 to 0.9,61,Yellow
PERSPECTIVES CHTR JOSLIN,400064,Charter/Contract,8th Grade,2013,52.0,0.9,-0.2 to 2,88,Yellow,52.0,0.7,0 to 1.4,81,Green
NETTELHORST,610094,Ravenswood-Ridge,5th Grade,2013,51.0,0.7,-0.3 to 1.7,83,Yellow,52.0,0.0,-0.6 to 0.6,50,Yellow
LOWELL,610044,Garfield-Humboldt,7th Grade,2013,52.0,0.7,-0.4 to 1.7,79,Yellow,52.0,-1.3,-1.9 to -0.6,6,Red
LASALLE,610033,Fullerton,7th Grade,2013,52.0,0.6,-0.4 to 1.7,79,Yellow,52.0,1.1,0.5 to 1.7,89,Green
IRVING,610121,Fulton,7th Grade,2013,52.0,0.6,-0.4 to 1.7,78,Yellow,52.0,0.1,-0.6 to 0.7,55,Yellow
WEST RIDGE,610542,Ravenswood-Ridge,6th Grade,2013,52.0,0.5,-0.6 to 1.5,74,Yellow,52.0,1.0,0.3 to 1.6,86,Green
BURLEY,609820,Ravenswood-Ridge,5th Grade,2013,53.0,0.5,-0.5 to 1.4,73,Yellow,52.0,-0.1,-0.6 to 0.5,47,Yellow
DARWIN,609875,Fullerton,8th Grade,2013,52.0,0.4,-0.7 to 1.5,73,Yellow,52.0,-0.4,-1.1 to 0.3,34,Yellow
JOPLIN,609805,Englewood-Gresham,6th Grade,2013,53.0,0.2,-0.9 to 1.3,63,Yellow,52.0,-0.4,-1 to 0.3,35,Yellow
ERICSON,609907,Garfield-Humboldt,4th Grade,2013,52.0,0.0,-0.8 to 0.8,54,Yellow,52.0,1.3,0.6 to 1.9,93,Green
BLACK,610350,Skyway,6th Grade,2013,52.0,0.0,-1 to 1.1,53,Yellow,52.0,-0.7,-1.3 to -0.1,21,Red
HEROES,609961,Skyway,5th Grade,2013,52.0,0.1,-0.9 to 1.1,51,Yellow,52.0,-0.3,-0.9 to 0.3,38,Yellow
STAGG,610339,AUSL,8th Grade,2013,53.0,0.0,-1.1 to 1.1,51,Yellow,52.0,1.8,1.1 to 2.5,98,Green
TALCOTT,610197,Fulton,4th Grade,2013,52.0,-0.1,-0.9 to 0.8,50,Yellow,52.0,-0.6,-1.3 to 0,26,Yellow
TAYLOR,610198,Lake Calumet,4th Grade,2013,53.0,-0.3,-1.1 to 0.5,35,Yellow,52.0,-1.3,-1.9 to -0.6,10,Red
SHOOP,610176,Rock Island,7th Grade,2013,53.0,-0.3,-1.4 to 0.7,31,Yellow,52.0,0.7,0 to 1.3,77,Green
CLISSOLD,609861,Rock Island,4th Grade,2013,51.0,-0.6,-1.4 to 0.3,26,Yellow,52.0,-0.3,-1 to 0.3,38,Yellow
BENNETT,609800,Rock Island,4th Grade,2013,51.0,-0.8,-1.7 to 0.1,18,Yellow,52.0,-1.1,-1.7 to -0.4,15,Red
DORE,609893,Midway,5th Grade,2013,51.0,-0.7,-1.7 to 0.2,17,Yellow,52.0,0.6,0 to 1.1,75,Yellow
CLISSOLD,609861,Rock Island,8th Grade,2013,52.0,-0.8,-1.9 to 0.3,14,Yellow,52.0,-0.4,-1.1 to 0.3,33,Yellow
PILSEN,610013,Pilsen-Little Village,6th Grade,2013,52.0,-1.0,-2 to 0.1,13,Yellow,52.0,-0.5,-1.1 to 0.2,28,Yellow
DURKIN PARK,610352,Midway,6th Grade,2013,52.0,-1.0,-2 to 0.1,13,Yellow,52.0,-1.1,-1.7 to -0.5,11,Red
UNO CHTR - NEAR WEST,400120,Charter/Contract,4th Grade,2013,52.0,-1.3,-2.2 to -0.4,9,Red,52.0,-1.0,-1.6 to -0.3,17,Red
LAWNDALE,610034,Austin-North Lawndale,4th Grade,2013,49.0,-1.7,-2.6 to -0.8,5,Red,52.0,-1.4,-2.1 to -0.6,8,Red
CATALYST CHTR - CIRCLE ROCK,400021,Charter/Contract,8th Grade,2013,52.0,-1.7,-2.8 to -0.6,1,Red,52.0,-1.7,-2.4 to -1,4,Red
O'KEEFFE,610103,Skyway,7th Grade,2013,51.0,3.2,2.1 to 4.4,100,Green,51.0,3.2,2.5 to 4,100,Green
BLACK,610350,Skyway,5th Grade,2013,51.0,2.3,1.3 to 3.3,99,Green,51.0,1.3,0.7 to 1.8,90,Green
ASHE,610268,Skyway,5th Grade,2013,51.0,1.4,0.4 to 2.4,95,Green,51.0,0.9,0.3 to 1.5,84,Green
MAYER,610059,Fullerton,4th Grade,2013,51.0,0.9,0.1 to 1.7,86,Green,51.0,-0.9,-1.5 to -0.2,20,Red
NATIONAL TEACHERS,610231,AUSL,8th Grade,2013,51.0,0.6,-0.5 to 1.7,81,Yellow,51.0,-1.2,-1.9 to -0.5,8,Red
CALDWELL,609833,Skyway,8th Grade,2013,51.0,0.6,-0.5 to 1.7,81,Yellow,51.0,-0.5,-1.2 to 0.2,29,Yellow
UNIV OF CHGO CHTR-NKO,400076,Charter/Contract,4th Grade,2013,51.0,0.7,-0.2 to 1.5,80,Yellow,51.0,0.2,-0.5 to 0.8,58,Yellow
WESTCOTT,610300,Skyway,7th Grade,2013,51.0,0.6,-0.5 to 1.7,78,Yellow,51.0,-1.2,-1.9 to -0.6,7,Red
FINKL,609967,Pilsen-Little Village,6th Grade,2013,51.0,0.3,-0.8 to 1.4,67,Yellow,51.0,0.4,-0.2 to 1.1,68,Yellow
ASIAN HUMAN SERVICES CHTR - PASSAGES,400060,Charter/Contract,4th Grade,2013,51.0,0.3,-0.6 to 1.1,64,Yellow,51.0,0.0,-0.7 to 0.7,50,Yellow
DVORAK TECH ACAD,610254,Austin-North Lawndale,7th Grade,2013,51.0,0.3,-0.8 to 1.3,62,Yellow,51.0,-0.4,-1.1 to 0.2,32,Yellow
CLAY,609856,Lake Calumet,7th Grade,2013,51.0,0.2,-0.8 to 1.3,60,Yellow,51.0,0.0,-0.6 to 0.6,52,Yellow
LEARN CHTR - CAMPBELL,400047,Charter/Contract,4th Grade,2013,51.0,0.2,-0.7 to 1,60,Yellow,51.0,-0.3,-1 to 0.3,38,Yellow
CICS-WEST BELDEN,400030,Charter/Contract,7th Grade,2013,51.0,0.2,-0.9 to 1.2,57,Yellow,51.0,1.0,0.4 to 1.7,87,Green
"WARD, J",610217,Pershing,7th Grade,2013,51.0,0.1,-0.9 to 1.2,56,Yellow,51.0,0.6,0 to 1.2,75,Yellow
LEGACY CHTR CAMPUS,400049,Charter/Contract,7th Grade,2013,51.0,0.1,-0.9 to 1.2,55,Yellow,51.0,-0.1,-0.7 to 0.6,49,Yellow
MASON,610056,Austin-North Lawndale,7th Grade,2013,51.0,0.0,-1.2 to 1.1,48,Yellow,51.0,-0.6,-1.3 to 0.1,24,Yellow
NEWBERRY,610095,Fullerton,5th Grade,2013,51.0,0.0,-1 to 1,47,Yellow,51.0,0.2,-0.4 to 0.8,59,Yellow
BELDING,609798,O'Hare,5th Grade,2013,51.0,0.0,-1 to 1,45,Yellow,51.0,-1.1,-1.7 to -0.5,11,Red
ARIEL,609951,Burnham Park,8th Grade,2013,51.0,-0.1,-1.2 to 1,45,Yellow,51.0,-0.4,-1.1 to 0.3,34,Yellow
YATES,610234,Fullerton,6th Grade,2013,52.0,-0.2,-1.3 to 0.9,40,Yellow,51.0,0.5,-0.1 to 1.1,72,Yellow
CICS-WASHINGTON PARK,400029,Charter/Contract,6th Grade,2013,52.0,-0.2,-1.3 to 0.8,40,Yellow,51.0,0.2,-0.4 to 0.8,59,Yellow
DIXON,609887,Skyway,6th Grade,2013,51.0,-0.3,-1.3 to 0.8,38,Yellow,51.0,0.5,-0.1 to 1.1,73,Yellow
METCALFE,609902,Lake Calumet,5th Grade,2013,52.0,-0.2,-1.2 to 0.7,35,Yellow,51.0,0.0,-0.6 to 0.6,48,Yellow
VANDERPOEL,610207,Rock Island,8th Grade,2013,51.0,-0.3,-1.4 to 0.8,35,Yellow,51.0,-0.2,-0.9 to 0.5,42,Yellow
CHASE,609853,Fullerton,8th Grade,2013,50.0,-0.3,-1.4 to 0.8,32,Yellow,51.0,0.8,0.1 to 1.5,83,Green
DISNEY II,610515,O'Hare,6th Grade,2013,51.0,-0.4,-1.5 to 0.6,29,Yellow,51.0,-0.3,-0.9 to 0.4,39,Yellow
FORT DEARBORN,609924,Rock Island,5th Grade,2013,51.0,-0.5,-1.5 to 0.5,25,Yellow,51.0,0.5,-0.1 to 1.2,73,Yellow
FORT DEARBORN,609924,Rock Island,8th Grade,2013,50.0,-0.5,-1.7 to 0.6,23,Yellow,51.0,-1.3,-2.1 to -0.5,7,Red
HOLDEN,609996,Pershing,4th Grade,2013,51.0,-0.7,-1.5 to 0.2,23,Yellow,51.0,-1.2,-1.8 to -0.5,12,Red
CARTER,609844,Burnham Park,6th Grade,2013,51.0,-0.6,-1.7 to 0.5,22,Yellow,51.0,-1.3,-2 to -0.7,8,Red
KILMER,610022,Ravenswood-Ridge,8th Grade,2013,52.0,-0.7,-1.8 to 0.4,18,Yellow,51.0,-0.9,-1.7 to -0.2,15,Red
NAMASTE CHTR CAMPUS,400050,Charter/Contract,4th Grade,2013,51.0,-0.8,-1.6 to 0,18,Yellow,51.0,0.5,-0.2 to 1.1,69,Yellow
JOPLIN,609805,Englewood-Gresham,4th Grade,2013,52.0,-1.2,-2.1 to -0.3,10,Red,51.0,0.6,-0.1 to 1.3,75,Yellow
METCALFE,609902,Lake Calumet,4th Grade,2013,51.0,-1.7,-2.6 to -0.8,5,Red,51.0,-0.6,-1.3 to 0.1,26,Yellow
O'KEEFFE,610103,Skyway,8th Grade,2013,50.0,3.8,2.6 to 4.9,100,Green,50.0,1.5,0.7 to 2.2,96,Green
DE PRIEST,610367,Austin-North Lawndale,8th Grade,2013,50.0,3.6,2.5 to 4.8,100,Green,50.0,1.4,0.6 to 2.1,95,Green
FIELD,609918,Ravenswood-Ridge,6th Grade,2013,50.0,3.2,2 to 4.3,100,Green,50.0,4.8,4.1 to 5.6,100,Green
PICCOLO,610106,AUSL,8th Grade,2013,52.0,2.3,1.2 to 3.4,99,Green,50.0,1.8,1.1 to 2.5,98,Green
POLARIS CHTR CAMPUS,400069,Charter/Contract,6th Grade,2013,50.0,1.7,0.6 to 2.8,97,Green,50.0,-0.5,-1.1 to 0.2,30,Yellow
SHERIDAN,610081,Pershing,7th Grade,2013,50.0,1.5,0.4 to 2.6,97,Green,50.0,1.5,0.9 to 2.2,96,Green
CICS-AVALON /SO SHORE,400023,Charter/Contract,5th Grade,2013,50.0,1.0,0 to 2,90,Yellow,50.0,-1.2,-1.8 to -0.6,10,Red
FULTON,609929,Pershing,6th Grade,2013,50.0,0.8,-0.2 to 1.9,85,Yellow,50.0,0.8,0.2 to 1.4,83,Green
TALCOTT,610197,Fulton,8th Grade,2013,50.0,0.7,-0.4 to 1.8,85,Yellow,50.0,-0.3,-1 to 0.4,35,Yellow
SALAZAR,610250,Fullerton,4th Grade,2013,50.0,0.8,-0.1 to 1.6,84,Yellow,50.0,1.0,0.3 to 1.6,86,Green
NEW SULLIVAN,610193,Skyway,8th Grade,2013,48.0,0.7,-0.4 to 1.8,83,Yellow,50.0,-1.2,-1.9 to -0.5,9,Red
BURLEY,609820,Ravenswood-Ridge,7th Grade,2013,50.0,0.6,-0.5 to 1.6,76,Yellow,50.0,0.0,-0.6 to 0.6,53,Yellow
CATALYST CHTR - HOWLAND,400020,Charter/Contract,4th Grade,2013,50.0,0.5,-0.4 to 1.4,72,Yellow,50.0,0.5,-0.1 to 1.2,73,Yellow
ORIOLE PARK,610105,O'Hare,8th Grade,2013,50.0,0.3,-0.8 to 1.4,67,Yellow,50.0,0.2,-0.5 to 1,63,Yellow
KIPLING,610027,Rock Island,6th Grade,2013,50.0,0.3,-0.8 to 1.3,65,Yellow,50.0,-1.5,-2.1 to -0.9,6,Red
KIPLING,610027,Rock Island,8th Grade,2013,50.0,0.3,-0.8 to 1.3,63,Yellow,50.0,-0.6,-1.3 to 0.1,23,Yellow
GOMPERS,609943,Lake Calumet,6th Grade,2013,51.0,0.2,-0.9 to 1.3,62,Yellow,50.0,1.2,0.6 to 1.9,90,Green
"CARVER , G",609845,Lake Calumet,5th Grade,2013,50.0,0.3,-0.8 to 1.3,61,Yellow,50.0,-0.6,-1.2 to 0,27,Yellow
GRIMES,609956,Midway,4th Grade,2013,51.0,0.1,-0.7 to 0.9,58,Yellow,50.0,0.9,0.3 to 1.6,85,Green
BRIGHTON PARK,610317,Pershing,5th Grade,2013,50.0,0.0,-0.9 to 1,48,Yellow,50.0,-0.9,-1.5 to -0.3,16,Red
LOVETT,610043,Austin-North Lawndale,4th Grade,2013,50.0,-0.1,-0.9 to 0.7,46,Yellow,50.0,0.6,0 to 1.3,77,Yellow
FORT DEARBORN,609924,Rock Island,4th Grade,2013,52.0,-0.1,-1 to 0.7,46,Yellow,50.0,0.4,-0.3 to 1.1,67,Yellow
ERICSON,609907,Garfield-Humboldt,5th Grade,2013,50.0,-0.1,-1.1 to 0.9,40,Yellow,50.0,0.6,-0.1 to 1.2,75,Yellow
CICS-PRAIRIE,400028,Charter/Contract,4th Grade,2013,50.0,-0.2,-1 to 0.6,40,Yellow,50.0,-0.7,-1.3 to 0,25,Red
LEGACY CHTR CAMPUS,400049,Charter/Contract,6th Grade,2013,50.0,-0.2,-1.3 to 0.8,39,Yellow,50.0,1.6,1 to 2.3,94,Green
CICS-WASHINGTON PARK,400029,Charter/Contract,7th Grade,2013,49.0,-0.2,-1.3 to 0.8,36,Yellow,50.0,2.0,1.3 to 2.6,98,Green
LEGACY CHTR CAMPUS,400049,Charter/Contract,4th Grade,2013,50.0,-0.4,-1.2 to 0.5,32,Yellow,50.0,-0.3,-1 to 0.4,39,Yellow
SMYTH,610180,Fulton,7th Grade,2013,51.0,-0.4,-1.5 to 0.7,30,Yellow,50.0,-1.2,-1.9 to -0.6,7,Red
SHOOP,610176,Rock Island,6th Grade,2013,51.0,-0.4,-1.5 to 0.7,28,Yellow,50.0,0.8,0.1 to 1.5,82,Green
UNO CHTR-PAZ,400083,Charter/Contract,8th Grade,2013,50.0,-0.7,-1.9 to 0.4,17,Yellow,50.0,-1.4,-2.1 to -0.7,6,Red
BENNETT,609800,Rock Island,7th Grade,2013,49.0,-0.8,-1.9 to 0.3,15,Yellow,50.0,0.7,0 to 1.3,76,Green
WESTCOTT,610300,Skyway,5th Grade,2013,50.0,-0.8,-1.9 to 0.2,14,Yellow,50.0,-1.5,-2.2 to -0.8,5,Red
FARNSWORTH,609912,O'Hare,6th Grade,2013,50.0,-0.9,-1.9 to 0.2,14,Yellow,50.0,-1.5,-2.2 to -0.9,5,Red
POLARIS CHTR CAMPUS,400069,Charter/Contract,5th Grade,2013,50.0,-1.0,-2 to 0,10,Yellow,50.0,-1.2,-1.8 to -0.6,9,Red
CICS - LLOYD BOND,400092,Charter/Contract,6th Grade,2013,50.0,-1.2,-2.3 to -0.1,8,Red,50.0,0.2,-0.4 to 0.8,59,Yellow
BENNETT,609800,Rock Island,6th Grade,2013,50.0,-1.2,-2.3 to -0.2,7,Red,50.0,-1.7,-2.3 to -1,3,Red
LARA,609993,Pershing,5th Grade,2013,49.0,-1.2,-2.3 to -0.2,6,Red,50.0,0.5,-0.1 to 1.1,71,Yellow
ERICSON,609907,Garfield-Humboldt,6th Grade,2013,50.0,-1.3,-2.4 to -0.2,6,Red,50.0,0.8,0.1 to 1.4,81,Green
DODGE,609888,AUSL,5th Grade,2013,50.0,-1.6,-2.5 to -0.6,4,Red,50.0,1.0,0.4 to 1.6,85,Green
LAVIZZO,610208,Rock Island,5th Grade,2013,49.0,-3.5,-4.5 to -2.5,0,Red,50.0,-2.3,-2.9 to -1.6,1,Red
TALCOTT,610197,Fulton,6th Grade,2013,49.0,0.4,-0.7 to 1.5,71,Yellow,49.0,0.9,0.3 to 1.6,85,Green
ALCOTT ES,609774,North-Northwest Side,4th Grade,2013,50.0,0.2,-0.6 to 1.1,62,Yellow,49.0,-1.2,-1.8 to -0.5,12,Red
IRVING,610121,Fulton,8th Grade,2013,49.0,0.2,-0.9 to 1.3,61,Yellow,49.0,-0.3,-1 to 0.4,39,Yellow
HITCH,609995,O'Hare,7th Grade,2013,49.0,0.2,-0.9 to 1.3,57,Yellow,49.0,0.3,-0.4 to 1,66,Yellow
UNO CHTR - NORTHSIDE,400121,Charter/Contract,5th Grade,2013,49.0,0.1,-0.9 to 1.2,53,Yellow,49.0,-0.4,-1 to 0.3,33,Yellow
BEIDLER,609797,Garfield-Humboldt,5th Grade,2013,49.0,0.1,-1 to 1.1,51,Yellow,49.0,0.7,0.1 to 1.4,80,Green
HAY,609975,Austin-North Lawndale,8th Grade,2013,48.0,0.0,-1.2 to 1.2,50,Yellow,49.0,-0.1,-0.9 to 0.7,45,Yellow
GOMPERS,609943,Lake Calumet,5th Grade,2013,50.0,0.1,-1 to 1.1,49,Yellow,49.0,0.1,-0.5 to 0.7,55,Yellow
BRONZEVILLE LTHOUSE CHTR CAMPUS,400019,Charter/Contract,5th Grade,2013,49.0,0.1,-0.9 to 1,49,Yellow,49.0,-1.0,-1.6 to -0.4,12,Red
CURTIS,609900,AUSL,8th Grade,2013,49.0,0.0,-1.2 to 1.1,47,Yellow,49.0,-1.4,-2.2 to -0.7,5,Red
DENEEN,609883,AUSL,8th Grade,2013,48.0,-0.1,-1.2 to 1.1,46,Yellow,49.0,-0.9,-1.7 to -0.2,14,Red
JAHN,610010,Ravenswood-Ridge,8th Grade,2013,49.0,-0.2,-1.3 to 0.9,40,Yellow,49.0,-0.9,-1.6 to -0.2,16,Red
TAYLOR,610198,Lake Calumet,5th Grade,2013,49.0,-0.2,-1.2 to 0.8,37,Yellow,49.0,0.1,-0.5 to 0.8,57,Yellow
O'TOOLE,610108,Englewood-Gresham,7th Grade,2013,49.0,-0.3,-1.4 to 0.9,36,Yellow,49.0,0.4,-0.3 to 1.1,69,Yellow
ARIEL,609951,Burnham Park,6th Grade,2013,49.0,-0.5,-1.5 to 0.6,26,Yellow,49.0,0.2,-0.5 to 0.8,58,Yellow
DODGE,609888,AUSL,6th Grade,2013,48.0,-0.6,-1.7 to 0.5,22,Yellow,49.0,-2.0,-2.6 to -1.4,1,Red
MASON,610056,Austin-North Lawndale,6th Grade,2013,49.0,-0.8,-1.9 to 0.3,17,Yellow,49.0,-0.9,-1.5 to -0.2,17,Red
GOMPERS,609943,Lake Calumet,8th Grade,2013,49.0,-0.8,-1.9 to 0.3,13,Yellow,49.0,-0.4,-1.1 to 0.3,33,Yellow
HITCH,609995,O'Hare,8th Grade,2013,49.0,-0.9,-2 to 0.2,11,Yellow,49.0,-0.1,-0.8 to 0.6,47,Yellow
GRIMES,609956,Midway,5th Grade,2013,49.0,-1.0,-2 to 0,10,Red,49.0,0.4,-0.2 to 1,67,Yellow
BURROUGHS,609829,Pershing,4th Grade,2013,49.0,-1.6,-2.4 to -0.7,7,Red,49.0,-0.7,-1.4 to 0,24,Red
RANDOLPH,609941,Englewood-Gresham,8th Grade,2013,52.0,-1.3,-2.4 to -0.2,3,Red,49.0,-1.2,-1.9 to -0.4,10,Red
SMYTH,610180,Fulton,6th Grade,2013,49.0,-1.7,-2.9 to -0.6,2,Red,49.0,-0.7,-1.4 to 0,21,Red
CICS-AVALON /SO SHORE,400023,Charter/Contract,6th Grade,2013,48.0,2.3,1.2 to 3.4,99,Green,48.0,1.0,0.3 to 1.6,85,Green
CLAREMONT,610347,Midway,7th Grade,2013,47.0,1.5,0.4 to 2.6,97,Green,48.0,0.5,-0.2 to 1.2,74,Yellow
CHICAGO VIRTUAL CHTR CAMPUS HS,400036,Charter/Contract,5th Grade,2013,48.0,1.2,0.2 to 2.2,93,Green,48.0,0.1,-0.5 to 0.7,56,Yellow
LEGACY CHTR CAMPUS,400049,Charter/Contract,8th Grade,2013,48.0,0.9,-0.3 to 2,88,Yellow,48.0,-1.1,-1.9 to -0.4,11,Red
OGLESBY,610102,Englewood-Gresham,4th Grade,2013,48.0,0.9,0 to 1.8,87,Yellow,48.0,-0.2,-0.9 to 0.5,43,Yellow
HOPE CONTR ES,400043,Charter/Contract,4th Grade,2013,48.0,0.8,0 to 1.7,85,Yellow,48.0,0.5,-0.2 to 1.2,72,Yellow
NAMASTE CHTR CAMPUS,400050,Charter/Contract,6th Grade,2013,48.0,0.5,-0.6 to 1.5,76,Yellow,48.0,0.4,-0.2 to 1.1,70,Yellow
FUNSTON,609930,Fullerton,6th Grade,2013,48.0,0.5,-0.7 to 1.6,74,Yellow,48.0,-0.2,-0.9 to 0.4,40,Yellow
GRIMES,609956,Midway,7th Grade,2013,48.0,0.4,-0.6 to 1.5,71,Yellow,48.0,-0.3,-0.9 to 0.4,37,Yellow
DISNEY II,610515,O'Hare,5th Grade,2013,48.0,0.4,-0.6 to 1.4,71,Yellow,48.0,0.2,-0.4 to 0.8,58,Yellow
FIELD,609918,Ravenswood-Ridge,8th Grade,2013,48.0,0.3,-0.8 to 1.5,68,Yellow,48.0,-0.4,-1.2 to 0.3,32,Yellow
AUDUBON,609782,Ravenswood-Ridge,4th Grade,2013,48.0,0.0,-0.8 to 0.9,54,Yellow,48.0,-0.3,-1 to 0.4,40,Yellow
JAHN,610010,Ravenswood-Ridge,7th Grade,2013,48.0,0.0,-1.1 to 1.1,50,Yellow,48.0,-0.1,-0.8 to 0.5,44,Yellow
CICS-PRAIRIE,400028,Charter/Contract,8th Grade,2013,48.0,0.0,-1.1 to 1.1,47,Yellow,48.0,-1.0,-1.7 to -0.2,13,Red
STAGG,610339,AUSL,4th Grade,2013,48.0,-0.1,-1 to 0.8,45,Yellow,48.0,0.6,-0.1 to 1.3,77,Yellow
LAWNDALE,610034,Austin-North Lawndale,6th Grade,2013,48.0,-0.1,-1.3 to 1,44,Yellow,48.0,-0.4,-1 to 0.3,35,Yellow
VANDERPOEL,610207,Rock Island,7th Grade,2013,48.0,-0.2,-1.3 to 0.9,40,Yellow,48.0,0.1,-0.6 to 0.7,56,Yellow
DVORAK TECH ACAD,610254,Austin-North Lawndale,6th Grade,2013,48.0,-0.2,-1.4 to 0.9,39,Yellow,48.0,-0.2,-0.9 to 0.5,41,Yellow
CURTIS,609900,AUSL,6th Grade,2013,47.0,-0.4,-1.5 to 0.7,33,Yellow,48.0,-0.9,-1.6 to -0.3,15,Red
MURRAY,610090,Burnham Park,8th Grade,2013,48.0,-0.3,-1.4 to 0.8,32,Yellow,48.0,-1.1,-1.8 to -0.4,12,Red
MOOS,610076,Fulton,6th Grade,2013,48.0,-0.4,-1.5 to 0.7,32,Yellow,48.0,2.3,1.6 to 2.9,98,Green
SAYRE,610158,Austin-North Lawndale,5th Grade,2013,48.0,-0.3,-1.3 to 0.6,31,Yellow,48.0,-0.7,-1.3 to -0.1,23,Red
"THORP, J",610200,Skyway,7th Grade,2013,48.0,-0.4,-1.5 to 0.7,28,Yellow,48.0,0.7,0 to 1.4,78,Yellow
COLES,609862,Skyway,8th Grade,2013,48.0,-0.6,-1.7 to 0.5,21,Yellow,48.0,-0.3,-1 to 0.4,37,Yellow
WEST RIDGE,610542,Ravenswood-Ridge,5th Grade,2013,50.0,-0.6,-1.9 to 0.6,20,Yellow,48.0,3.0,2.4 to 3.6,100,Green
OTIS,610107,Fulton,8th Grade,2013,50.0,-0.7,-1.9 to 0.6,20,Yellow,48.0,-0.6,-1.3 to 0.2,26,Yellow
PLATO CONTR,400068,Charter/Contract,5th Grade,2013,48.0,-0.7,-1.7 to 0.3,19,Yellow,48.0,-0.4,-1.1 to 0.2,31,Yellow
STAGG,610339,AUSL,7th Grade,2013,48.0,-0.8,-2 to 0.3,14,Yellow,48.0,-0.4,-1.1 to 0.3,33,Yellow
CICS-IRVING PARK,400027,Charter/Contract,7th Grade,2013,48.0,-0.9,-2 to 0.2,13,Yellow,48.0,0.6,-0.1 to 1.2,74,Yellow
DODGE,609888,AUSL,4th Grade,2013,49.0,-1.5,-2.4 to -0.6,7,Red,48.0,-2.3,-3 to -1.6,2,Red
DVORAK TECH ACAD,610254,Austin-North Lawndale,5th Grade,2013,48.0,-1.4,-2.5 to -0.4,5,Red,48.0,-1.5,-2.1 to -0.8,6,Red
BEIDLER,609797,Garfield-Humboldt,8th Grade,2013,48.0,-1.3,-2.5 to -0.2,3,Red,48.0,-0.1,-0.9 to 0.6,45,Yellow
RANDOLPH,609941,Englewood-Gresham,6th Grade,2013,48.0,-1.5,-2.7 to -0.4,3,Red,48.0,-0.4,-1.1 to 0.2,32,Yellow
CLAREMONT,610347,Midway,8th Grade,2013,46.0,1.3,0.2 to 2.5,96,Green,47.0,1.6,0.8 to 2.3,97,Green
JOPLIN,609805,Englewood-Gresham,5th Grade,2013,47.0,1.3,0.3 to 2.4,95,Green,47.0,0.8,0.1 to 1.4,81,Green
TALCOTT,610197,Fulton,7th Grade,2013,49.0,1.0,-0.1 to 2.1,90,Yellow,47.0,1.1,0.4 to 1.7,89,Green
"WARD, J",610217,Pershing,5th Grade,2013,47.0,0.8,-0.2 to 1.8,87,Yellow,47.0,-0.9,-1.5 to -0.3,16,Red
BRONZEVILLE LTHOUSE CHTR CAMPUS,400019,Charter/Contract,7th Grade,2013,47.0,0.9,-0.2 to 2,86,Yellow,47.0,0.2,-0.5 to 0.9,61,Yellow
POWELL,610281,Skyway,4th Grade,2013,48.0,0.8,-0.1 to 1.8,85,Yellow,47.0,1.1,0.4 to 1.8,89,Green
CORKERY,609870,Pilsen-Little Village,5th Grade,2013,47.0,0.6,-0.4 to 1.6,78,Yellow,47.0,0.4,-0.2 to 1,68,Yellow
BOONE,609804,Ravenswood-Ridge,7th Grade,2013,48.0,0.6,-0.5 to 1.7,77,Yellow,47.0,-0.5,-1.2 to 0.1,28,Yellow
JAHN,610010,Ravenswood-Ridge,5th Grade,2013,47.0,0.5,-0.5 to 1.5,75,Yellow,47.0,-0.2,-0.9 to 0.4,40,Yellow
UNIV OF CHGO CHTR-DONOGHUE,400075,Charter/Contract,5th Grade,2013,47.0,0.5,-0.5 to 1.5,74,Yellow,47.0,0.7,0.1 to 1.3,78,Green
BURROUGHS,609829,Pershing,7th Grade,2013,47.0,0.5,-0.6 to 1.6,73,Yellow,47.0,-0.2,-0.9 to 0.5,41,Yellow
HAINES,609959,Pershing,4th Grade,2013,47.0,0.2,-0.7 to 1.1,62,Yellow,47.0,0.1,-0.6 to 0.8,53,Yellow
