,school_name,school_id,network,grade,year,reading_studentsnumber,reading_vam,reading_confidence,reading_percentile,reading_color,math_studentsnumber,math_vam,math_confidence,math_percentile,math_color
313,NASH,610092,Austin-North Lawndale Elementary Network,All Grades,2012,179.0,0.5,-0.5 to 1.4,68.0,Yellow,178.9,0.2,-0.4 to 0.8,61.0,Yellow
314,NEIL,610093,Skyway Elementary Network,All Grades,2012,134.9,-0.5,-1.5 to 0.6,29.0,Yellow,134.9,-1.0,-1.7 to -0.4,12.0,Red
315,NETTELHORST,610094,Ravenswood-Ridge Elementary Network,All Grades,2012,214.2,-0.1,-0.9 to 0.8,48.0,Yellow,213.1,0.8,0.3 to 1.3,83.0,Green
316,NEWBERRY,610095,Fullerton Elementary Network,All Grades,2012,274.7,0.7,-0.1 to 1.5,76.0,Yellow,274.7,0.2,-0.2 to 0.7,61.0,Yellow
317,NIGHTINGALE,610096,Midway Elementary Network,All Grades,2012,412.9,0.0,-0.7 to 0.7,50.0,Yellow,413.0,-0.4,-0.8 to 0,32.0,Yellow
318,NIXON,610097,Fullerton Elementary Network,All Grades,2012,206.5,0.7,-0.1 to 1.6,77.0,Yellow,206.5,0.0,-0.5 to 0.6,53.0,Yellow
319,NOBEL,610098,Garfield-Humboldt Elementary Network,All Grades,2012,267.6,-0.3,-1.1 to 0.6,37.0,Yellow,269.6,1.9,1.4 to 2.4,96.0,Green
320,NORWOOD PARK,610099,O'Hare Elementary Network,All Grades,2012,171.0,0.0,-1 to 0.9,52.0,Yellow,171.0,1.5,1 to 2.1,93.0,Green
321,WEST PARK,610100,Garfield-Humboldt Elementary Network,All Grades,2012,268.7,-0.1,-0.9 to 0.8,49.0,Yellow,266.9,2.3,1.8 to 2.8,97.0,Green
322,OGDEN,610101,North-Northwest Side High School Network,All Grades,2012,195.0,0.3,-0.6 to 1.2,63.0,Yellow,195.3,-0.2,-0.8 to 0.3,41.0,Yellow
323,OGLESBY,610102,Englewood-Gresham Elementary Network,All Grades,2012,155.5,-0.1,-1.1 to 0.9,47.0,Yellow,154.6,-1.0,-1.6 to -0.4,12.0,Red
324,O'KEEFFE,610103,Skyway Elementary Network,All Grades,2012,228.0,-1.5,-2.3 to -0.6,6.0,Red,223.2,-0.5,-1.1 to 0,27.0,Red
325,ONAHAN,610104,O'Hare Elementary Network,All Grades,2012,297.0,-0.1,-0.9 to 0.6,45.0,Yellow,296.9,0.0,-0.4 to 0.5,52.0,Yellow
326,ORIOLE PARK,610105,O'Hare Elementary Network,All Grades,2012,279.2,0.7,-0.1 to 1.5,76.0,Yellow,279.2,1.1,0.7 to 1.6,88.0,Green
327,PICCOLO,610106,Garfield-Humboldt Elementary Network,All Grades,2012,240.7,-1.0,-1.9 to -0.2,13.0,Red,239.3,0.2,-0.3 to 0.7,60.0,Yellow
328,OTIS,610107,Fulton Elementary Network,All Grades,2012,179.2,1.6,0.7 to 2.6,95.0,Green,177.2,0.5,-0.1 to 1.1,72.0,Yellow
329,O'TOOLE,610108,Englewood-Gresham Elementary Network,All Grades,2012,244.8,0.3,-0.6 to 1.1,61.0,Yellow,242.7,1.5,1 to 2,93.0,Green
330,OWEN,610109,Midway Elementary Network,All Grades,2012,128.0,0.1,-1 to 1.1,54.0,Yellow,128.0,1.2,0.6 to 1.9,89.0,Green
331,"WELLS, I",610110,Burnham Park Elementary Network,All Grades,2012,113.5,0.4,-0.7 to 1.5,66.0,Yellow,113.5,-0.6,-1.3 to 0.1,26.0,Yellow
332,PALMER,610111,O'Hare Elementary Network,All Grades,2012,378.9,0.4,-0.3 to 1.2,67.0,Yellow,377.0,0.3,-0.1 to 0.8,66.0,Yellow
333,PARKER,610112,Englewood-Gresham Elementary Network,All Grades,2012,305.1,-0.3,-1.1 to 0.4,32.0,Yellow,302.2,-1.0,-1.4 to -0.5,13.0,Red
334,PARKMAN,610114,Pershing Elementary Network,All Grades,2012,77.4,0.0,-1.2 to 1.3,53.0,Yellow,76.4,-0.2,-1.1 to 0.6,40.0,Yellow
335,PARK MANOR,610115,Skyway Elementary Network,All Grades,2012,135.3,1.7,0.7 to 2.8,96.0,Green,134.4,0.5,-0.2 to 1.1,72.0,Yellow
336,PARKSIDE,610116,Skyway Elementary Network,All Grades,2012,143.9,-1.1,-2.1 to -0.1,12.0,Red,143.8,-0.3,-0.9 to 0.4,38.0,Yellow
337,PASTEUR,610117,Midway Elementary Network,All Grades,2012,434.2,0.8,0.1 to 1.5,78.0,Green,434.9,0.1,-0.3 to 0.5,58.0,Yellow
338,PEABODY,610119,Fulton Elementary Network,All Grades,2012,108.1,0.2,-0.9 to 1.4,59.0,Yellow,108.1,-0.5,-1.3 to 0.2,27.0,Yellow
339,PECK,610120,Midway Elementary Network,All Grades,2012,527.0,1.1,0.4 to 1.7,88.0,Green,524.1,1.3,0.9 to 1.7,91.0,Green
340,IRVING,610121,Fulton Elementary Network,All Grades,2012,236.5,0.4,-0.5 to 1.2,66.0,Yellow,236.5,-0.1,-0.6 to 0.4,45.0,Yellow
341,PEIRCE,610122,Ravenswood-Ridge Elementary Network,All Grades,2012,326.6,0.8,0 to 1.5,78.0,Green,326.0,-0.8,-1.2 to -0.4,19.0,Red
342,PENN,610123,Austin-North Lawndale Elementary Network,All Grades,2012,141.5,-0.1,-1.1 to 1,49.0,Yellow,139.4,-0.7,-1.3 to 0,23.0,Red
343,"WASHINGTON, H",610124,Skyway Elementary Network,All Grades,2012,269.7,1.4,0.5 to 2.2,92.0,Green,267.5,0.8,0.3 to 1.3,83.0,Green
344,RUIZ,610125,Pilsen-Little Village Elementary Network,All Grades,2012,357.7,0.4,-0.3 to 1.2,67.0,Yellow,356.7,-0.3,-0.8 to 0.1,34.0,Yellow
345,PETERSON,610127,O'Hare Elementary Network,All Grades,2012,381.1,1.3,0.6 to 2,92.0,Green,381.1,-0.7,-1.1 to -0.3,23.0,Red
346,GARVEY,610128,Rock Island Elementary Network,All Grades,2012,182.4,0.1,-0.8 to 1,56.0,Yellow,182.4,-0.1,-0.6 to 0.5,48.0,Yellow
347,PICKARD,610129,Pilsen-Little Village Elementary Network,All Grades,2012,186.2,-1.0,-1.9 to -0.1,14.0,Red,186.1,-0.1,-0.7 to 0.5,47.0,Yellow
348,PIRIE,610130,Skyway Elementary Network,All Grades,2012,132.9,0.3,-0.7 to 1.4,64.0,Yellow,132.9,0.6,-0.1 to 1.2,74.0,Yellow
349,PLAMONDON,610131,Austin-North Lawndale Elementary Network,All Grades,2012,88.0,0.5,-0.7 to 1.7,71.0,Yellow,88.0,-1.1,-1.8 to -0.3,10.0,Red
350,POE,610132,Lake Calumet Elementary Network,All Grades,2012,78.0,1.6,0.4 to 2.8,95.0,Green,78.0,0.5,-0.3 to 1.3,72.0,Yellow
351,"WARD, L",610133,Garfield-Humboldt Elementary Network,All Grades,2012,217.2,3.5,2.6 to 4.4,99.0,Green,216.4,3.6,3 to 4.1,99.0,Green
352,POPE,610134,Austin-North Lawndale Elementary Network,All Grades,2012,86.5,1.6,0.5 to 2.8,95.0,Green,86.5,-0.1,-0.9 to 0.7,46.0,Yellow
353,PORTAGE PARK,610135,O'Hare Elementary Network,All Grades,2012,443.8,-0.8,-1.4 to -0.1,20.0,Red,445.0,-0.8,-1.2 to -0.4,20.0,Red
354,PRESCOTT,610136,Fullerton Elementary Network,All Grades,2012,59.0,0.2,-1.1 to 1.5,58.0,Yellow,58.0,1.0,0.1 to 1.9,86.0,Green
355,PRUSSING,610137,O'Hare Elementary Network,All Grades,2012,275.6,0.9,0.1 to 1.7,83.0,Green,275.7,-0.6,-1.1 to -0.1,25.0,Red
356,PULASKI,610138,Fullerton Elementary Network,All Grades,2012,337.8,1.2,0.4 to 1.9,90.0,Green,335.9,-0.1,-0.6 to 0.3,45.0,Yellow
357,PULLMAN,610139,Lake Calumet Elementary Network,All Grades,2012,72.4,0.8,-0.5 to 2.1,79.0,Yellow,73.2,-0.3,-1.2 to 0.5,36.0,Yellow
358,RAVENSWOOD,610141,Ravenswood-Ridge Elementary Network,All Grades,2012,143.6,1.0,0 to 2,87.0,Green,145.7,-0.4,-1 to 0.2,32.0,Yellow
359,RAY,610142,Burnham Park Elementary Network,All Grades,2012,204.5,0.3,-0.5 to 1.2,63.0,Yellow,204.5,-0.2,-0.8 to 0.3,41.0,Yellow
360,REAVIS,610143,Burnham Park Elementary Network,All Grades,2012,141.2,0.0,-1.1 to 1,50.0,Yellow,140.0,-0.9,-1.5 to -0.3,16.0,Red
361,REILLY,610144,Fullerton Elementary Network,All Grades,2012,378.8,0.4,-0.3 to 1.1,67.0,Yellow,379.8,0.1,-0.3 to 0.5,56.0,Yellow
362,REINBERG,610145,O'Hare Elementary Network,All Grades,2012,325.4,1.1,0.4 to 1.9,89.0,Green,325.4,-0.7,-1.1 to -0.2,23.0,Red
363,REVERE,610146,Skyway Elementary Network,All Grades,2012,164.8,-0.5,-1.5 to 0.5,27.0,Yellow,166.1,-0.8,-1.4 to -0.2,19.0,Red
364,ROGERS,610147,Ravenswood-Ridge Elementary Network,All Grades,2012,262.7,0.6,-0.2 to 1.4,74.0,Yellow,265.7,-0.1,-0.5 to 0.4,49.0,Yellow
365,CHAVEZ,610148,Pershing Elementary Network,All Grades,2012,256.9,0.9,0 to 1.7,82.0,Green,258.0,2.8,2.4 to 3.3,99.0,Green
366,ROSS,610150,Burnham Park Elementary Network,All Grades,2012,138.2,-0.5,-1.5 to 0.6,28.0,Yellow,138.9,0.9,0.3 to 1.6,85.0,Green
367,RUGGLES,610152,Skyway Elementary Network,All Grades,2012,213.2,0.3,-0.6 to 1.2,61.0,Yellow,212.1,-0.1,-0.6 to 0.4,47.0,Yellow
368,RYDER,610153,Englewood-Gresham Elementary Network,All Grades,2012,118.0,-0.3,-1.3 to 0.8,37.0,Yellow,116.0,0.5,-0.2 to 1.2,72.0,Yellow
369,RYERSON,610154,Garfield-Humboldt Elementary Network,All Grades,2012,204.0,-2.8,-3.7 to -1.9,0.0,Red,203.8,-0.6,-1.2 to -0.1,24.0,Red
370,SAUGANASH,610155,O'Hare Elementary Network,All Grades,2012,248.3,2.1,1.3 to 2.9,98.0,Green,248.5,2.0,1.5 to 2.5,96.0,Green
371,"ARMSTRONG, L",610156,Austin-North Lawndale Elementary Network,All Grades,2012,82.3,0.6,-0.5 to 1.8,75.0,Yellow,82.3,1.4,0.6 to 2.2,92.0,Green
372,SAWYER,610157,Midway Elementary Network,All Grades,2012,718.6,-0.2,-0.8 to 0.3,38.0,Yellow,718.6,0.1,-0.2 to 0.4,59.0,Yellow
373,SAYRE,610158,Austin-North Lawndale Elementary Network,All Grades,2012,278.8,1.6,0.8 to 2.4,95.0,Green,276.9,-0.1,-0.6 to 0.3,46.0,Yellow
374,SCAMMON,610159,O'Hare Elementary Network,All Grades,2012,352.1,0.2,-0.5 to 1,59.0,Yellow,352.1,1.4,1 to 1.8,92.0,Green
375,SONGHAI,610160,Lake Calumet Elementary Network,All Grades,2012,146.8,-0.4,-1.4 to 0.6,31.0,Yellow,146.4,0.2,-0.4 to 0.9,61.0,Yellow
376,BONTEMPS,610161,Englewood-Gresham Elementary Network,All Grades,2012,154.3,-0.1,-1.1 to 0.9,47.0,Yellow,154.1,-1.6,-2.2 to -1,4.0,Red
377,SCHUBERT,610165,Fullerton Elementary Network,All Grades,2012,112.9,-0.5,-1.5 to 0.5,25.0,Yellow,112.9,0.2,-0.5 to 0.9,61.0,Yellow
378,SEWARD,610167,Pershing Elementary Network,All Grades,2012,311.2,0.3,-0.5 to 1,60.0,Yellow,309.3,0.2,-0.2 to 0.7,61.0,Yellow
379,SEXTON,610169,Burnham Park Elementary Network,All Grades,2012,146.5,1.1,0.1 to 2.1,88.0,Green,146.4,-0.2,-0.8 to 0.5,44.0,Yellow
380,COLUMBIA EXPLORERS,610170,Pershing Elementary Network,All Grades,2012,388.6,0.4,-0.3 to 1.2,68.0,Yellow,387.7,0.9,0.5 to 1.3,85.0,Green
381,MIRELES,610171,Skyway Elementary Network,All Grades,2012,325.2,-0.2,-1 to 0.6,41.0,Yellow,325.2,-0.4,-0.8 to 0,32.0,Yellow
382,SHERMAN,610172,AUSL Schools,All Grades,2012,193.6,0.8,-0.2 to 1.7,78.0,Yellow,193.6,0.1,-0.5 to 0.7,57.0,Yellow
383,SHERWOOD,610173,Englewood-Gresham Elementary Network,All Grades,2012,173.8,-1.9,-2.9 to -1,3.0,Red,169.1,0.4,-0.2 to 1,69.0,Yellow
384,SHIELDS,610174,Pershing Elementary Network,All Grades,2012,710.6,-0.2,-0.8 to 0.4,41.0,Yellow,710.5,-0.9,-1.2 to -0.6,15.0,Red
385,SHOESMITH,610175,Burnham Park Elementary Network,All Grades,2012,138.0,-0.3,-1.3 to 0.7,33.0,Yellow,138.0,0.8,0.1 to 1.4,82.0,Green
386,SHOOP,610176,Rock Island Elementary Network,All Grades,2012,274.2,-0.6,-1.4 to 0.2,22.0,Yellow,274.6,0.4,-0.1 to 0.8,67.0,Yellow
387,SKINNER,610177,Fulton Elementary Network,All Grades,2012,302.7,1.9,1.1 to 2.6,96.0,Green,302.7,1.6,1.1 to 2,94.0,Green
388,SCHMID,610178,Lake Calumet Elementary Network,All Grades,2012,68.8,-0.8,-2.1 to 0.4,18.0,Yellow,68.8,-2.3,-3.2 to -1.5,1.0,Red
389,SMYSER,610179,O'Hare Elementary Network,All Grades,2012,437.2,0.9,0.2 to 1.5,81.0,Green,438.2,-1.1,-1.4 to -0.7,11.0,Red
390,SMYTH,610180,Fulton Elementary Network,All Grades,2012,223.5,-0.1,-1 to 0.8,47.0,Yellow,222.5,0.5,0 to 1.1,73.0,Green
391,SOLOMON,610182,O'Hare Elementary Network,All Grades,2012,127.0,1.3,0.3 to 2.4,92.0,Green,128.7,0.5,-0.2 to 1.2,72.0,Yellow
392,SPENCER TECH ACAD,610183,Austin-North Lawndale Elementary Network,All Grades,2012,370.4,-0.5,-1.2 to 0.3,29.0,Yellow,370.2,0.1,-0.3 to 0.5,56.0,Yellow
393,SPRY,610184,Pilsen-Little Village Elementary Network,All Grades,2012,240.8,-1.0,-1.9 to -0.2,13.0,Red,241.8,-0.3,-0.8 to 0.2,38.0,Yellow
394,STEVENSON,610185,Midway Elementary Network,All Grades,2012,548.8,0.5,-0.1 to 1.1,71.0,Yellow,551.8,-1.4,-1.8 to -1.1,6.0,Red
395,STEWART,610187,Ravenswood-Ridge Elementary Network,All Grades,2012,81.9,0.0,-1.2 to 1.3,53.0,Yellow,81.8,0.1,-0.7 to 0.9,60.0,Yellow
396,DUNNE TECH ACAD,610188,Rock Island Elementary Network,All Grades,2012,154.0,1.7,0.7 to 2.7,95.0,Green,153.2,0.5,-0.1 to 1.2,73.0,Yellow
397,STOCKTON,610189,Ravenswood-Ridge Elementary Network,All Grades,2012,144.0,-0.5,-1.5 to 0.5,29.0,Yellow,144.0,-0.2,-0.9 to 0.4,40.0,Yellow
398,STONE,610191,Ravenswood-Ridge Elementary Network,All Grades,2012,306.4,-1.0,-1.7 to -0.2,15.0,Red,306.4,0.1,-0.4 to 0.5,55.0,Yellow
399,STOWE,610192,Garfield-Humboldt Elementary Network,All Grades,2012,274.9,1.4,0.6 to 2.2,94.0,Green,275.6,2.5,2.1 to 3,98.0,Green
400,NEW SULLIVAN,610193,Skyway Elementary Network,All Grades,2012,218.7,-0.2,-1 to 0.7,43.0,Yellow,214.6,0.1,-0.4 to 0.6,58.0,Yellow
401,SUMNER,610194,Garfield-Humboldt Elementary Network,All Grades,2012,214.7,-0.1,-0.9 to 0.8,48.0,Yellow,210.6,2.1,1.6 to 2.7,96.0,Green
402,SUTHERLAND,610195,Rock Island Elementary Network,All Grades,2012,412.7,0.1,-0.6 to 0.8,56.0,Yellow,412.7,0.3,-0.1 to 0.7,65.0,Yellow
403,SWIFT,610196,Ravenswood-Ridge Elementary Network,All Grades,2012,195.9,-0.6,-1.5 to 0.4,25.0,Yellow,195.7,-0.3,-0.9 to 0.2,35.0,Yellow
404,TALCOTT,610197,Fulton Elementary Network,All Grades,2012,212.5,0.0,-0.8 to 0.9,54.0,Yellow,211.5,-1.1,-1.7 to -0.6,10.0,Red
405,TAYLOR,610198,Lake Calumet Elementary Network,All Grades,2012,242.4,-2.2,-3 to -1.3,1.0,Red,240.4,-0.4,-0.9 to 0.1,29.0,Yellow
406,COLEMON,610199,Lake Calumet Elementary Network,All Grades,2012,113.2,-0.9,-2 to 0.2,16.0,Yellow,113.2,0.1,-0.6 to 0.8,60.0,Yellow
407,"THORP, J",610200,Skyway Elementary Network,All Grades,2012,177.6,0.5,-0.5 to 1.4,69.0,Yellow,177.6,0.3,-0.3 to 0.8,62.0,Yellow
408,"THORP, O",610201,O'Hare Elementary Network,All Grades,2012,438.2,-0.2,-0.8 to 0.5,43.0,Yellow,437.1,0.1,-0.3 to 0.5,57.0,Yellow
409,TILTON,610202,Garfield-Humboldt Elementary Network,All Grades,2012,149.4,0.8,-0.2 to 1.8,80.0,Yellow,149.4,0.8,0.2 to 1.4,84.0,Green
410,TONTI,610203,Midway Elementary Network,All Grades,2012,191.8,0.4,-0.5 to 1.2,65.0,Yellow,185.8,1.8,1.2 to 2.4,95.0,Green
411,TRUMBULL,610205,Ravenswood-Ridge Elementary Network,All Grades,2012,143.4,0.3,-0.7 to 1.3,63.0,Yellow,144.4,-0.4,-1 to 0.2,31.0,Yellow
412,TWAIN,610206,Midway Elementary Network,All Grades,2012,529.6,1.1,0.5 to 1.8,89.0,Green,530.8,-0.1,-0.4 to 0.3,49.0,Yellow
413,VANDERPOEL,610207,Rock Island Elementary Network,All Grades,2012,190.7,-1.1,-2 to -0.2,12.0,Red,190.7,0.1,-0.5 to 0.7,57.0,Yellow
414,LAVIZZO,610208,Rock Island Elementary Network,All Grades,2012,173.3,3.6,2.7 to 4.6,99.0,Green,172.9,3.8,3.2 to 4.4,99.0,Green
415,VOLTA,610209,O'Hare Elementary Network,All Grades,2012,285.4,0.2,-0.6 to 1,59.0,Yellow,285.7,-0.5,-1 to 0,28.0,Red
416,VON HUMBOLDT,610210,Fulton Elementary Network,All Grades,2012,156.8,0.3,-0.7 to 1.3,62.0,Yellow,155.8,0.4,-0.2 to 1,69.0,Yellow
417,ALBANY PARK,610212,O'Hare Elementary Network,All Grades,2012,239.1,-0.6,-1.5 to 0.3,24.0,Yellow,239.1,0.2,-0.3 to 0.7,60.0,Yellow
418,WADSWORTH,610213,Burnham Park Elementary Network,All Grades,2012,67.3,-0.5,-1.7 to 0.7,27.0,Yellow,67.3,-0.4,-1.3 to 0.5,33.0,Yellow
419,MADERO,610215,Pilsen-Little Village Elementary Network,All Grades,2012,265.9,0.7,-0.1 to 1.6,77.0,Yellow,264.9,-2.1,-2.5 to -1.6,1.0,Red
420,WALSH,610216,Pilsen-Little Village Elementary Network,All Grades,2012,206.1,1.0,0.1 to 1.9,86.0,Green,206.1,0.8,0.2 to 1.3,82.0,Green
421,"WARD, J",610217,Pershing Elementary Network,All Grades,2012,189.4,-0.1,-1 to 0.9,49.0,Yellow,189.4,-0.2,-0.7 to 0.4,43.0,Yellow
422,WARREN,610218,Skyway Elementary Network,All Grades,2012,151.6,-0.3,-1.3 to 0.7,36.0,Yellow,152.1,0.2,-0.4 to 0.9,62.0,Yellow
423,"WASHINGTON, G",610219,Lake Calumet Elementary Network,All Grades,2012,347.3,-0.2,-0.9 to 0.5,40.0,Yellow,345.3,-0.3,-0.8 to 0.1,34.0,Yellow
424,WATERS,610220,Ravenswood-Ridge Elementary Network,All Grades,2012,173.2,0.5,-0.4 to 1.5,71.0,Yellow,173.2,0.3,-0.3 to 0.9,63.0,Yellow
425,WEBSTER,610221,Garfield-Humboldt Elementary Network,All Grades,2012,148.6,-1.1,-2.1 to -0.1,12.0,Red,147.6,-0.2,-0.8 to 0.4,42.0,Yellow
426,WENTWORTH,610223,Englewood-Gresham Elementary Network,All Grades,2012,150.1,0.8,-0.2 to 1.8,79.0,Yellow,149.2,1.7,1 to 2.3,94.0,Green
427,WEST PULLMAN,610224,Lake Calumet Elementary Network,All Grades,2012,139.5,-0.3,-1.3 to 0.7,35.0,Yellow,138.4,-1.0,-1.7 to -0.4,11.0,Red
428,WHISTLER,610225,Lake Calumet Elementary Network,All Grades,2012,156.1,0.0,-1 to 1,52.0,Yellow,156.5,-0.4,-1 to 0.2,32.0,Yellow
429,SANDOVAL,610226,Midway Elementary Network,All Grades,2012,149.1,1.7,0.8 to 2.6,96.0,Green,150.1,2.1,1.4 to 2.7,96.0,Green
430,WHITNEY,610227,Pilsen-Little Village Elementary Network,All Grades,2012,345.4,0.5,-0.3 to 1.2,69.0,Yellow,346.4,-1.2,-1.7 to -0.8,8.0,Red
431,WHITTIER,610228,Pilsen-Little Village Elementary Network,All Grades,2012,94.3,-0.4,-1.6 to 0.8,30.0,Yellow,94.4,-0.9,-1.7 to -0.2,15.0,Red
432,PRITZKER,610229,Fulton Elementary Network,All Grades,2012,324.6,0.2,-0.5 to 1,58.0,Yellow,322.5,-0.4,-0.8 to 0,31.0,Yellow
433,WILDWOOD,610230,O'Hare Elementary Network,All Grades,2012,192.8,2.2,1.3 to 3.1,98.0,Green,193.8,0.6,0 to 1.2,76.0,Green
434,NATIONAL TEACHERS,610231,AUSL Schools,All Grades,2012,188.8,-1.9,-2.8 to -0.9,3.0,Red,190.7,-0.2,-0.8 to 0.3,40.0,Yellow
435,WILLIAMS ES,610232,Burnham Park Elementary Network,All Grades,2012,65.1,-1.9,-3 to -0.7,3.0,Red,65.1,-2.4,-3.3 to -1.5,0.0,Red
436,YALE,610233,Skyway Elementary Network,All Grades,2012,87.3,-0.2,-1.4 to 1,39.0,Yellow,87.3,-0.3,-1.1 to 0.5,37.0,Yellow
437,YATES,610234,Fullerton Elementary Network,All Grades,2012,217.7,0.5,-0.3 to 1.4,72.0,Yellow,217.7,0.5,-0.1 to 1,71.0,Yellow
438,YOUNG,610235,Austin-North Lawndale Elementary Network,All Grades,2012,590.1,-0.3,-0.9 to 0.3,35.0,Yellow,588.5,0.9,0.6 to 1.3,85.0,Green
439,BEETHOVEN,610237,Burnham Park Elementary Network,All Grades,2012,178.4,-1.0,-2 to -0.1,13.0,Red,177.6,-1.8,-2.3 to -1.2,3.0,Red
440,BOND,610238,Englewood-Gresham Elementary Network,All Grades,2012,127.2,-2.0,-3.1 to -1,3.0,Red,127.0,-1.3,-2 to -0.6,7.0,Red
441,DALEY,610239,Pershing Elementary Network,All Grades,2012,255.0,-0.6,-1.4 to 0.2,23.0,Yellow,255.4,-0.1,-0.5 to 0.4,50.0,Yellow
442,HENSON,610240,Austin-North Lawndale Elementary Network,All Grades,2012,125.1,-1.4,-2.4 to -0.3,7.0,Red,125.0,-2.2,-2.9 to -1.5,1.0,Red
443,MARCONI,610241,Garfield-Humboldt Elementary Network,All Grades,2012,111.0,0.9,-0.2 to 2.1,83.0,Yellow,111.0,0.6,-0.1 to 1.3,78.0,Yellow
444,BRENNEMANN,610242,Ravenswood-Ridge Elementary Network,All Grades,2012,103.5,0.2,-0.9 to 1.4,59.0,Yellow,101.7,-0.3,-1 to 0.4,37.0,Yellow
445,CALHOUN,610243,Garfield-Humboldt Elementary Network,All Grades,2012,156.0,-1.3,-2.3 to -0.3,9.0,Red,156.0,0.1,-0.6 to 0.7,54.0,Yellow
446,CLARK HS,610244,West Side High School Network,All Grades,2012,61.2,1.6,0.2 to 2.9,94.0,Green,61.2,-0.7,-1.7 to 0.2,21.0,Yellow
447,BEASLEY,610246,Burnham Park Elementary Network,All Grades,2012,691.8,-0.1,-0.7 to 0.4,45.0,Yellow,691.8,-0.3,-0.6 to 0.1,39.0,Yellow
448,CHGO ACAD ES,610248,AUSL Schools,All Grades,2012,253.0,-0.4,-1.2 to 0.5,31.0,Yellow,252.0,-0.6,-1.1 to -0.1,24.0,Red
449,TALMAN,610249,Midway Elementary Network,All Grades,2012,101.3,-0.3,-1.4 to 0.9,36.0,Yellow,103.3,0.7,0 to 1.4,80.0,Yellow
450,SALAZAR,610250,Fullerton Elementary Network,All Grades,2012,138.7,0.7,-0.4 to 1.7,75.0,Yellow,138.6,-0.3,-0.9 to 0.3,38.0,Yellow
451,CATHER,610251,Garfield-Humboldt Elementary Network,All Grades,2012,104.5,-0.3,-1.4 to 0.9,36.0,Yellow,104.4,0.3,-0.5 to 1,63.0,Yellow
452,DETT,610252,Fulton Elementary Network,All Grades,2012,111.8,-0.9,-2 to 0.2,15.0,Yellow,111.8,0.1,-0.6 to 0.8,58.0,Yellow
453,LATHROP,610253,Austin-North Lawndale Elementary Network,All Grades,2012,58.6,-0.4,-1.8 to 0.9,30.0,Yellow,58.6,0.6,-0.3 to 1.5,75.0,Yellow
454,DVORAK TECH ACAD,610254,Austin-North Lawndale Elementary Network,All Grades,2012,229.2,-2.0,-2.8 to -1.1,3.0,Red,229.4,-2.3,-2.8 to -1.8,1.0,Red
455,MORTON,610257,AUSL Schools,All Grades,2012,156.1,1.7,0.7 to 2.7,96.0,Green,156.1,2.4,1.8 to 3,97.0,Green
456,PRICE,610258,Burnham Park Elementary Network,All Grades,2012,88.8,0.6,-0.6 to 1.8,74.0,Yellow,85.7,0.6,-0.2 to 1.4,74.0,Yellow
457,DULLES,610263,AUSL Schools,All Grades,2012,205.3,0.8,-0.1 to 1.7,80.0,Yellow,205.3,2.3,1.8 to 2.9,97.0,Green
458,REED,610264,Englewood-Gresham Elementary Network,All Grades,2012,28.5,0.3,-1.3 to 1.9,62.0,Yellow,28.5,-1.1,-2.2 to 0.1,11.0,Yellow
459,BANNEKER,610265,Englewood-Gresham Elementary Network,All Grades,2012,127.3,-1.1,-2.2 to -0.1,11.0,Red,127.3,-0.3,-1 to 0.4,38.0,Yellow
460,DUMAS TECH ACAD,610266,Burnham Park Elementary Network,All Grades,2012,169.2,-0.1,-1.1 to 0.8,46.0,Yellow,168.2,-0.9,-1.5 to -0.3,16.0,Red
461,ASHE,610268,Skyway Elementary Network,All Grades,2012,206.4,0.6,-0.3 to 1.4,72.0,Yellow,204.4,0.6,0.1 to 1.2,76.0,Green
462,MCCUTCHEON,610269,Ravenswood-Ridge Elementary Network,All Grades,2012,106.4,0.3,-0.8 to 1.5,62.0,Yellow,106.9,-0.4,-1.1 to 0.3,30.0,Yellow
463,JENSEN,610271,Garfield-Humboldt Elementary Network,All Grades,2012,173.8,0.9,0 to 1.9,83.0,Yellow,173.0,1.9,1.4 to 2.5,96.0,Green
464,PADEREWSKI,610273,Pilsen-Little Village Elementary Network,All Grades,2012,67.5,-0.4,-1.7 to 0.9,30.0,Yellow,67.5,-0.3,-1.2 to 0.5,34.0,Yellow
465,JOHNSON,610274,AUSL Schools,All Grades,2012,137.2,1.1,0.1 to 2.1,89.0,Green,137.0,0.7,0.1 to 1.4,81.0,Green
466,MOLLISON,610276,Burnham Park Elementary Network,All Grades,2012,124.8,-0.3,-1.4 to 0.7,32.0,Yellow,123.8,0.5,-0.1 to 1.2,73.0,Yellow
467,OVERTON,610277,Burnham Park Elementary Network,All Grades,2012,145.3,-1.4,-2.4 to -0.4,7.0,Red,145.5,-0.9,-1.5 to -0.2,18.0,Red
468,TANNER,610279,Skyway Elementary Network,All Grades,2012,216.6,-0.7,-1.6 to 0.2,22.0,Yellow,215.6,0.4,-0.1 to 1,70.0,Yellow
469,BUCKINGHAM,610280,Skyway Elementary Network,All Grades,2012,18.0,0.0,-1.7 to 1.7,52.0,Yellow,17.0,-0.7,-2.1 to 0.7,23.0,Yellow
470,POWELL,610281,Skyway Elementary Network,All Grades,2012,257.2,-0.5,-1.3 to 0.3,26.0,Yellow,257.4,0.8,0.3 to 1.3,83.0,Green
